prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,true_label
0.35291696,0.47879878,0.06664223,0.041967332,0.020332554,0.03934223,0
0.45010036,0.36230218,0.11201608,0.024829566,0.025540765,0.02521098,0
0.49871394,0.3849546,0.08598238,0.014526444,0.008762164,0.0070603886,0
0.4821593,0.3528369,0.10765248,0.018518394,0.01996413,0.018868804,0
0.48343837,0.3519688,0.108607575,0.018845811,0.019446475,0.01769293,0
0.5003404,0.34482452,0.10385847,0.01612655,0.017875481,0.016974477,0
0.48854098,0.35112265,0.10415374,0.018230047,0.019024838,0.018927751,0
0.49318957,0.35020602,0.101950794,0.017794965,0.01827216,0.018586474,0
0.46987364,0.35409054,0.111022174,0.02183634,0.022200746,0.020976484,0
0.21652818,0.54009306,0.06321727,0.071100675,0.037112687,0.07194815,0
0.47715256,0.35258108,0.107178114,0.02034091,0.021395318,0.02135204,0
0.48533383,0.34394327,0.11309443,0.019685913,0.020121017,0.017821563,0
0.37825793,0.41816753,0.081765704,0.04909105,0.027464336,0.04525345,0
0.40045014,0.41187766,0.08496115,0.041461837,0.024552612,0.036696676,0
0.4771652,0.3781216,0.092261985,0.018352242,0.01628214,0.017816788,1
0.44986296,0.3686444,0.11310859,0.025026111,0.022778712,0.020579243,1
0.36457777,0.44342315,0.07014437,0.04555596,0.025024084,0.051274717,1
0.0032318854,0.16093436,0.0017227198,0.1992317,0.031889185,0.6029901,1
0.042160176,0.40467507,0.018615074,0.26371562,0.040384788,0.23044932,1
0.48626608,0.36339337,0.10117456,0.016373178,0.016776282,0.016016485,1
0.49458128,0.36549827,0.0889251,0.015957093,0.016237361,0.018800898,1
0.48892874,0.35343224,0.10355262,0.018628044,0.018186584,0.017271757,1
0.44985706,0.3766662,0.09660328,0.026744913,0.022631016,0.027497524,1
0.47169703,0.36075807,0.11290159,0.018100029,0.019734956,0.016808396,1
0.33177552,0.44054654,0.073575646,0.051362943,0.033967268,0.0687721,1
0.22107434,0.42097953,0.081811585,0.10739651,0.062241618,0.10649644,1
0.43398276,0.39443704,0.09337934,0.023941822,0.023732092,0.030527046,1
0.47812414,0.3630601,0.10209305,0.02039534,0.018452974,0.017874446,1
0.4902881,0.35956848,0.09808761,0.0190279,0.016558262,0.016469685,1
0.50076485,0.35808918,0.0933348,0.014913834,0.015822534,0.017074866,2
0.3440156,0.40084553,0.121149205,0.04417349,0.044358667,0.045457456,2
0.47582546,0.35242942,0.11273427,0.018445801,0.02121224,0.019352814,2
0.37569547,0.43308488,0.078627944,0.04619771,0.02469801,0.04169606,2
0.20913221,0.4587504,0.068285294,0.10539525,0.053183783,0.10525302,3
0.0023251525,0.15796869,0.0009002944,0.33622402,0.011000908,0.4915809,3
0.33986646,0.3852665,0.11678754,0.048571993,0.051950697,0.057556782,4
0.03305921,0.23507784,0.022880044,0.18359601,0.10995544,0.41543138,4
0.12440726,0.5334237,0.036109213,0.1318133,0.03657301,0.13767338,5
0.090580896,0.45162338,0.020514693,0.1570832,0.031558678,0.2486392,5
0.4676727,0.3916638,0.08424591,0.020793498,0.015723055,0.019900955,5
0.053482268,0.30987573,0.022512646,0.15549426,0.068872675,0.38976243,5
0.0047785942,0.09178649,0.0039062854,0.14393118,0.06474607,0.69085133,5
0.00599448,0.09963656,0.004764831,0.15400466,0.07040651,0.66519296,5
