prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,true_label
0.45459455,0.38969427,0.098792925,0.01965994,0.019237036,0.018021345,0
0.44925675,0.42484418,0.07283422,0.013426133,0.0157561,0.023882713,0
0.35754567,0.47639728,0.08172135,0.028835282,0.024160512,0.031339925,0
0.4502201,0.39666557,0.096798465,0.019077223,0.0188399,0.018398598,0
0.53584385,0.34050837,0.09303547,0.016574338,0.009961059,0.004077008,0
0.3946228,0.46123824,0.07116787,0.019132875,0.02000158,0.033836607,0
0.35954157,0.45551136,0.07705313,0.02911752,0.027699325,0.051077053,0
0.45397455,0.39192906,0.1056036,0.018181326,0.017356789,0.012954626,0
0.3979222,0.44100103,0.0733978,0.019608896,0.02287827,0.04519175,0
0.45368537,0.41993397,0.08068705,0.012740816,0.014618734,0.018334113,0
0.44618958,0.42084777,0.07182888,0.012868826,0.016866172,0.031398747,0
0.45084405,0.39407414,0.09947887,0.01997798,0.018613314,0.017011624,0
0.45769498,0.39847496,0.09591567,0.01652461,0.016512636,0.014877163,0
0.3528838,0.41374677,0.08788092,0.042248286,0.036704924,0.06653533,0
0.4037686,0.4061824,0.09242568,0.02643572,0.029151153,0.04203656,1
0.43707034,0.40668017,0.10010757,0.022395857,0.018254045,0.0154920155,1
0.4412844,0.39738882,0.10556184,0.020627595,0.018996323,0.016141025,1
0.39971992,0.43144414,0.084179394,0.023109004,0.024275659,0.037271902,1
0.4557395,0.40307423,0.0944041,0.017030332,0.015548805,0.014203026,1
0.35466,0.46241134,0.07767299,0.029604046,0.026757458,0.048894208,1
0.26570165,0.4085853,0.08146984,0.06283447,0.052542344,0.12886626,1
0.091701016,0.51244646,0.03897323,0.19333163,0.05427669,0.10927091,1
0.13418762,0.4529327,0.061419677,0.20266953,0.063111365,0.08567909,1
0.47606462,0.41361353,0.07972485,0.010717215,0.010785732,0.009094061,1
0.3722233,0.4741542,0.076420315,0.023615101,0.021620542,0.031966593,1
0.28024074,0.42880264,0.07067598,0.048556857,0.043287504,0.12843622,1
0.16300385,0.3637041,0.06389838,0.098781444,0.07096538,0.23964688,1
0.4590741,0.39703223,0.09823073,0.01765374,0.015563492,0.012445732,1
0.45365167,0.42742556,0.082937956,0.012375229,0.012314504,0.011295026,1
0.47475997,0.41023046,0.08507898,0.011223023,0.010884311,0.007823203,2
0.39091864,0.38058424,0.093764186,0.028054535,0.03467399,0.07200442,2
0.44056278,0.39228174,0.09430355,0.019408172,0.022729728,0.030714002,2
0.16063514,0.42478955,0.07432864,0.12813076,0.06673463,0.14538138,3
0.17138046,0.43444756,0.074288346,0.13308527,0.062571585,0.12422686,3
0.095544346,0.3245869,0.045343105,0.16837999,0.075942226,0.2902034,3
0.38074595,0.39258137,0.102644466,0.03567113,0.035268176,0.053088974,4
0.3386687,0.38064936,0.10481248,0.046244055,0.046043973,0.08358143,4
0.39556018,0.44422442,0.08260884,0.024353994,0.022058096,0.031194521,5
0.1355966,0.38591337,0.053420354,0.117772944,0.071617186,0.23567954,5
0.08758804,0.24913043,0.04885043,0.14641927,0.09018304,0.3778288,5
0.3903748,0.46614528,0.08104745,0.03907738,0.015019145,0.008335881,5
0.0316673,0.16548355,0.021381957,0.13807629,0.080815434,0.56257546,5
