prob_class_0,prob_class_1,prob_class_2,true_label
7.5469766e-06,2.7310969e-05,0.9999652,2
3.913566e-06,2.8907796e-05,0.9999672,2
5.992645e-06,7.50917e-05,0.99991894,2
0.0019768237,0.01317074,0.9848525,2
0.9355074,0.00014627886,0.06434626,0
4.590616e-06,1.6490849e-05,0.9999789,2
2.7345436e-06,6.355822e-06,0.99999094,2
4.659481e-06,2.8551196e-05,0.99996674,2
8.2811675e-06,4.5115758e-05,0.9999466,2
3.0481037e-06,6.3954336e-05,0.999933,2
2.0106916e-05,4.4013937e-05,0.99993587,2
2.6171037e-06,9.886798e-06,0.9999875,2
7.039939e-06,5.2403047e-05,0.9999405,2
3.9601973e-06,5.698976e-06,0.99999034,2
3.3716055e-06,5.189935e-05,0.9999447,2
4.6593696e-06,5.2527703e-05,0.9999428,2
2.4494002e-06,4.286787e-06,0.9999932,2
3.3900499e-06,6.4472742e-06,0.9999901,2
6.5719114e-06,3.6284837e-05,0.9999571,2
8.183848e-06,8.294579e-05,0.9999088,2
5.658546e-06,5.112873e-05,0.99994326,2
1.5674199e-05,2.049601e-05,0.9999639,2
3.0230512e-06,3.7612615e-06,0.9999932,2
2.629997e-06,6.951424e-06,0.99999046,2
3.960197e-06,5.8108453e-06,0.9999902,2
2.6579885e-06,7.6017e-06,0.99998975,2
5.9390263e-06,6.0079652e-05,0.99993396,2
9.2209875e-06,7.983479e-06,0.99998283,2
3.785911e-06,7.3467086e-06,0.9999889,2
2.4399435e-06,1.8867886e-05,0.99997866,2
4.165782e-06,3.5436813e-05,0.9999604,2
4.5066126e-06,1.6170261e-05,0.9999794,2
3.5456635e-06,7.507895e-06,0.9999889,2
8.24911e-06,0.00013377152,0.9998579,2
8.568813e-06,2.6664997e-05,0.9999647,2
4.1179946e-06,4.9048984e-05,0.99994683,2
3.8504745e-06,2.709585e-05,0.999969,2
3.8711305e-06,1.5502532e-05,0.99998057,2
5.0433696e-06,2.914154e-05,0.9999658,2
5.5935297e-06,5.0993942e-05,0.9999434,2
