prob_class_0,prob_class_1,prob_class_2,true_label
0.00011082334,0.0028997823,0.9969894,2
0.00011082334,0.0028997823,0.9969894,2
0.00020933895,0.004330468,0.9954602,2
9.380283e-05,0.0025088855,0.9973973,2
0.00024680435,0.018412279,0.9813409,2
0.01887422,0.3233769,0.65774894,2
0.00014124507,0.0033715914,0.99648714,2
0.00011910512,0.0030048022,0.9968761,2
0.00011396721,0.0028745858,0.9970114,2
0.00010450771,0.0027966313,0.9970989,2
0.00016246593,0.0036818448,0.9961557,2
0.00018079819,0.003817879,0.9960013,2
0.00195326,0.059527364,0.93851936,1
0.00010450771,0.0027966313,0.9970989,2
0.00035459816,0.0061829486,0.99346244,2
0.00010246043,0.0027627312,0.9971348,2
0.00019725562,0.0041671237,0.99563557,2
0.00013623862,0.0032963934,0.99656737,2
0.00022385977,0.0045239446,0.99525225,2
0.000112986614,0.0029346452,0.9969523,2
0.00010246043,0.0027627312,0.9971348,2
0.000112986614,0.0029346452,0.9969523,2
0.00019725562,0.0041671237,0.99563557,2
0.00042715177,0.007052936,0.99252,2
0.00010868912,0.0028651585,0.99702615,2
0.00010868912,0.0028651585,0.99702615,2
0.000105294996,0.0027752689,0.9971194,2
0.00010868912,0.0028651585,0.99702615,2
0.29656172,0.23525232,0.46818593,0
4.280013e-05,0.005549037,0.99440813,2
0.00010126878,0.011486315,0.98841244,2
6.7559977e-06,0.0010703532,0.9989229,2
0.00061162736,0.033054173,0.9663342,2
0.00022385977,0.0045239446,0.99525225,2
0.00010852851,0.0028183155,0.9970732,2
0.00019725562,0.0041671237,0.99563557,2
0.00010450771,0.0027966313,0.9970989,2
0.00013135148,0.0032221435,0.99664646,2
0.000103697064,0.0027748365,0.9971214,2
0.85979843,0.06307299,0.07712865,0
0.0033144674,0.048678987,0.94800663,1
0.00014637083,0.0034477368,0.9964059,2
0.000112986614,0.0029346452,0.9969523,2
0.00020933895,0.004330468,0.9954602,2
0.000112986614,0.0029346452,0.9969523,2
0.000112986614,0.0029346452,0.9969523,2
0.00014637083,0.0034477368,0.9964059,2
0.00023064701,0.0046134465,0.99515593,2
0.000112986614,0.0029346452,0.9969523,2
0.00013623862,0.0032963934,0.99656737,2
0.00019725562,0.0041671237,0.99563557,2
0.000112986614,0.0029346452,0.9969523,2
0.00013135148,0.0032221435,0.99664646,2
0.0006160953,0.009494324,0.98988956,2
0.00019725562,0.0041671237,0.99563557,2
0.00016807023,0.003761774,0.99607015,2
0.00023064701,0.0046134465,0.99515593,2
0.00015698127,0.0036028645,0.99624014,2
0.00013623862,0.0032963934,0.99656737,2
0.00015161622,0.0035248282,0.9963236,2
0.00010868912,0.0028651585,0.99702615,2
0.00016246593,0.0036818448,0.9961557,2
0.00015698127,0.0036028645,0.99624014,2
0.00013623862,0.0032963934,0.99656737,2
0.00019725562,0.0041671237,0.99563557,2
0.00019268582,0.0040701344,0.9957372,2
0.00019725562,0.0041671237,0.99563557,2
0.00019725562,0.0041671237,0.99563557,2
0.00010450771,0.0027966313,0.9970989,2
0.00024448443,0.0047937236,0.99496174,2
0.00010450771,0.0027966313,0.9970989,2
0.00015698127,0.0036028645,0.99624014,2
0.00021718894,0.004435421,0.99534744,2
0.00013623862,0.0032963934,0.99656737,2
0.00012193306,0.0030764893,0.9968016,2
0.00242926,0.032053813,0.9655169,1
0.00014637083,0.0034477368,0.9964059,2
0.00019725562,0.0041671237,0.99563557,2
0.00011740106,0.0030050888,0.99687755,2
0.00011740106,0.0030050888,0.99687755,2
0.00013135148,0.0032221435,0.99664646,2
0.94938904,0.03607793,0.0145329945,0
0.00012658299,0.0031488424,0.99672455,2
0.000112986614,0.0029346452,0.9969523,2
0.00010658397,0.0028307736,0.9970626,2
0.0861063,0.22539853,0.6884951,0
0.00012193306,0.0030764893,0.9968016,2
0.00019788086,0.0041756365,0.99562645,2
9.072266e-05,0.0024261202,0.9974832,2
0.00028906952,0.0053651007,0.99434584,2
0.00012945144,0.0030887984,0.9967817,2
0.00012658299,0.0031488424,0.99672455,2
0.00014637083,0.0034477368,0.9964059,2
0.00015698127,0.0036028645,0.99624014,2
0.00019725562,0.0041671237,0.99563557,2
0.00010450771,0.0027966313,0.9970989,2
0.0001916811,0.0040909583,0.99571735,2
0.0006164873,0.02400812,0.9753754,2
0.00018559981,0.004007238,0.9958072,2
0.0008980862,0.01259238,0.9865095,2
0.00015698127,0.0036028645,0.99624014,2
0.00014124507,0.0033715914,0.99648714,2
0.00012658299,0.0031488424,0.99672455,2
0.000112986614,0.0029346452,0.9969523,2
0.00019725562,0.0041671237,0.99563557,2
0.00019725562,0.0041671237,0.99563557,2
0.000112986614,0.0029346452,0.9969523,2
0.000112986614,0.0029346452,0.9969523,2
0.00010658397,0.0028307736,0.9970626,2
0.00012193306,0.0030764893,0.9968016,2
0.00019725562,0.0041671237,0.99563557,2
0.00010658397,0.0028307736,0.9970626,2
0.00017126983,0.0036157463,0.99621296,2
0.00014124507,0.0033715914,0.99648714,2
0.00019725562,0.0041671237,0.99563557,2
0.00010658397,0.0028307736,0.9970626,2
0.00011740106,0.0030050888,0.99687755,2
0.00012658299,0.0031488424,0.99672455,2
0.00010868912,0.0028651585,0.99702615,2
0.00010868912,0.0028651585,0.99702615,2
0.00010868912,0.0028651585,0.99702615,2
0.00017895381,0.0037787491,0.99604225,2
0.00019725562,0.0041671237,0.99563557,2
0.00022385977,0.0045239446,0.99525225,2
0.00014119665,0.0033704306,0.99648845,2
0.00015161622,0.0035248282,0.9963236,2
0.00020933895,0.004330468,0.9954602,2
0.00013135148,0.0032221435,0.99664646,2
0.0013416357,0.017476058,0.9811823,1
0.00010868912,0.0028651585,0.99702615,2
0.0011212481,0.024792895,0.9740858,2
0.0001672718,0.0035309484,0.9963018,2
2.2734073e-05,0.0032934507,0.9966838,2
0.00015698127,0.0036028645,0.99624014,2
0.00019268582,0.0040701344,0.9957372,2
0.00014637083,0.0034477368,0.9964059,2
0.00010658397,0.0028307736,0.9970626,2
0.00012193306,0.0030764893,0.9968016,2
0.00018559981,0.004007238,0.9958072,2
0.012652339,0.21649115,0.77085656,1
0.000109458546,0.0028425837,0.99704796,2
0.0007208675,0.010515927,0.9887632,1
0.00019725562,0.0041671237,0.99563557,2
0.00019725562,0.0041671237,0.99563557,2
0.00076757435,0.011648529,0.98758394,2
0.00012193306,0.0030764893,0.9968016,2
0.00015161622,0.0035248282,0.9963236,2
0.00011082334,0.0028997823,0.9969894,2
0.00013623862,0.0032963934,0.99656737,2
0.00011082334,0.0028997823,0.9969894,2
0.00030666066,0.0055843596,0.99410903,2
0.00011082334,0.0028997823,0.9969894,2
0.00011082334,0.0028997823,0.9969894,2
0.00011740106,0.0030050888,0.99687755,2
0.00010246043,0.0027627312,0.9971348,2
0.00014637083,0.0034477368,0.9964059,2
0.00010246043,0.0027627312,0.9971348,2
0.00012193306,0.0030764893,0.9968016,2
0.978562,0.019803954,0.0016340689,0
0.00010246043,0.0027627312,0.9971348,2
0.00011740106,0.0030050888,0.99687755,2
0.00020419949,0.0042612706,0.99553454,2
0.00016282682,0.003643866,0.9961933,2
0.00017963756,0.0039244704,0.99589586,2
0.00012658299,0.0031488424,0.99672455,2
0.00018260845,0.0038562876,0.9959611,2
0.000152083,0.0034899185,0.996358,2
0.00012193306,0.0030764893,0.9968016,2
0.00023754982,0.004703917,0.99505854,2
0.000112986614,0.0029346452,0.9969523,2
0.00014124507,0.0033715914,0.99648714,2
0.0003047982,0.0055631837,0.994132,2
0.00036410603,0.0063095717,0.9933263,2
0.00012193306,0.0030764893,0.9968016,2
0.00019725562,0.0041671237,0.99563557,2
0.0017266463,0.028805487,0.9694679,2
0.00012193306,0.0030764893,0.9968016,2
0.00010868912,0.0028651585,0.99702615,2
0.00010868912,0.0028651585,0.99702615,2
0.00012653957,0.0031477557,0.9967257,2
