prob_class_0,prob_class_1,prob_class_2,true_label
0.9956772,0.0013616361,0.0029612149,0
0.012293165,0.9852448,0.0024619622,1
0.9947745,0.00065241323,0.0045730285,0
0.8721547,0.123526216,0.004319097,0
0.99638945,0.0009502008,0.0026602608,0
0.043182936,0.94717383,0.0096432725,1
0.9775774,0.018640565,0.0037820782,1
0.071744524,0.9259173,0.0023381235,0
0.14767724,0.0043489686,0.8479738,0
0.98059136,0.013752053,0.005656612,1
0.18823256,0.018899826,0.79286766,0
0.9814594,0.0015749985,0.016965587,0
0.9826644,0.008815,0.008520658,1
0.26342455,0.02284855,0.71372694,1
0.99637115,0.0009731096,0.0026557064,0
0.99308527,0.0039244015,0.0029904284,0
0.9948525,0.0008522605,0.004295304,2
0.9943193,0.0027413052,0.0029393001,0
0.59999985,0.35819584,0.04180434,0
0.85156375,0.14306895,0.005367217,0
0.7400826,0.2516783,0.008239048,2
0.9780337,0.0012923132,0.020673992,0
0.9886309,0.0009436496,0.010425485,0
0.08336334,0.91271466,0.003922053,1
0.10964286,0.86376995,0.026587203,1
0.99432653,0.002325818,0.003347551,2
0.8800819,0.11571184,0.004206182,0
0.43017048,0.07156309,0.49826646,0
0.016007498,0.9767939,0.007198591,1
0.9936866,0.00054557825,0.0057677585,0
0.09900907,0.021232152,0.8797588,2
0.99424887,0.0018652391,0.0038858927,0
0.21994829,0.7664325,0.013619139,0
0.1848479,0.00821006,0.80694205,0
0.9819047,0.000882299,0.017212948,0
0.99283457,0.0005603484,0.006605194,0
0.9096467,0.08576765,0.0045856037,0
0.06985358,0.9265457,0.003600752,2
0.23396339,0.014562956,0.75147367,0
0.99580485,0.00091275794,0.0032824238,0
0.07951995,0.0010591046,0.9194209,2
0.12952584,0.8660012,0.004472933,1
0.015854921,0.9812878,0.0028573445,1
0.09196187,0.90496856,0.0030694895,0
0.017468592,0.97968435,0.0028470252,1
0.993277,0.0012631471,0.005459817,0
0.99577457,0.0006136295,0.0036118221,2
0.68554384,0.06426342,0.2501927,0
0.27290764,0.058238097,0.66885424,1
0.9952087,0.001705206,0.0030860761,0
0.7928747,0.1726411,0.03448419,0
0.7803146,0.001059314,0.21862599,0
0.9926649,0.00043101877,0.0069041513,0
0.298631,0.06646656,0.6349024,0
0.014408659,0.9788245,0.006766857,0
0.041612137,0.95481277,0.0035750985,2
0.43270925,0.057981018,0.50930977,1
0.9958956,0.0014994005,0.002604934,0
0.2967337,0.0013734631,0.70189285,2
0.97979075,0.0011140247,0.019095238,0
0.99192625,0.00061050593,0.0074633127,0
0.84699893,0.00058125646,0.15241984,0
0.9952003,0.00061385933,0.0041858177,2
0.010964069,0.98725665,0.0017793606,0
0.017574018,0.9799888,0.0024372071,1
0.21787427,0.007882844,0.7742429,2
0.9962165,0.0010940947,0.0026894365,0
0.03988254,0.957682,0.002435522,1
0.95637476,0.019675246,0.023949973,1
0.9955382,0.0020313673,0.0024304192,0
0.9388683,0.057853952,0.0032777535,0
0.99583143,0.001285198,0.0028833987,0
0.11892709,0.8718991,0.009173694,0
