prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,true_label
0.3953981,0.38563874,0.14782344,0.024755122,0.02063785,0.025746793,0
0.40504697,0.3651676,0.15172087,0.028434152,0.021657715,0.02797269,0
0.4095424,0.3544892,0.1620125,0.027494818,0.019886713,0.026574273,0
0.39975005,0.3417336,0.16272153,0.03408125,0.027513376,0.034200203,0
0.4078524,0.27052712,0.18074101,0.047577597,0.041849643,0.051452223,0
0.4103157,0.31540775,0.16015764,0.039851375,0.033395328,0.040872157,0
0.32518694,0.41419104,0.15738271,0.027178526,0.032733146,0.043327685,0
0.3618705,0.39125422,0.15236528,0.030021627,0.029629199,0.034859195,0
0.38805163,0.3620008,0.16063696,0.03154829,0.02572524,0.032037243,0
0.40413937,0.2866855,0.18022263,0.04244255,0.03908269,0.047427226,0
0.33951002,0.3739046,0.1760053,0.04648638,0.02875551,0.03533817,0
0.35920492,0.363552,0.1696348,0.03867956,0.031960525,0.03696818,0
0.8555998,0.14037108,0.00395541,4.645617e-05,1.1171043e-05,1.609416e-05,0
0.44853556,0.347747,0.15547402,0.015458756,0.013541262,0.019243546,0
0.36615935,0.4091321,0.16055945,0.019241454,0.018757395,0.026150275,1
0.28458357,0.5069249,0.1385692,0.017770708,0.021172155,0.03097947,1
0.40596297,0.39213255,0.1395879,0.02219819,0.01769332,0.022425016,1
0.27166194,0.4198762,0.059411634,0.1251732,0.06357673,0.06030031,1
0.3921008,0.38600478,0.15444016,0.020660594,0.020566734,0.026227001,1
0.4541019,0.28862676,0.16634399,0.029509835,0.027567334,0.03385024,1
0.36536196,0.40343806,0.14948004,0.025216201,0.02567319,0.030830443,1
0.37920418,0.4023751,0.15206511,0.02091457,0.019929038,0.025511961,1
0.34158757,0.4066543,0.15245624,0.030467784,0.03148185,0.037352283,1
0.29271823,0.39820844,0.17158955,0.04575225,0.04194261,0.049788907,1
0.124531634,0.38384587,0.023608554,0.043724895,0.08280932,0.34147972,1
0.39059076,0.4089473,0.14122084,0.020100478,0.017239714,0.021901095,1
0.37327033,0.41476166,0.15337689,0.019123493,0.016855685,0.022611858,1
0.44981438,0.3236961,0.14680041,0.022881614,0.025587412,0.031220207,1
0.39799404,0.26405874,0.18945797,0.051274206,0.043571115,0.053643886,1
0.38795534,0.3066979,0.18137956,0.039991092,0.037888795,0.046087313,2
0.40640607,0.38924918,0.14129423,0.022491302,0.017957754,0.02260135,2
0.41072917,0.35856402,0.14653166,0.03023344,0.024139727,0.02980201,2
0.8632373,0.12224209,0.009818887,0.0012557039,0.0008013163,0.0026446353,2
0.30806997,0.53952646,0.01940303,0.042480264,0.029478876,0.06104135,3
0.01332244,0.41459247,0.0023692634,0.54317945,0.014920603,0.0116157755,3
0.40883395,0.2806397,0.025305118,0.07439686,0.10095772,0.10986661,4
0.14809781,0.7291665,0.0020523528,0.08031327,0.015464623,0.024905443,4
0.17783946,0.40204445,0.062483795,0.23367703,0.06868997,0.055265315,5
5.544824e-08,0.0034845748,5.8238186e-08,0.00014264332,0.0067467513,0.989626,5
6.295047e-07,0.010045241,6.7953545e-07,0.0006196586,0.0142306825,0.9751031,5
0.014793534,0.26251793,0.0034051307,0.079006724,0.15094733,0.48932934,5
0.18706231,0.24393673,0.0010186648,0.10444799,0.16842192,0.2951123,5
0.18441635,0.23651657,0.0017298736,0.11832078,0.18210304,0.27691337,5
