prob_class_0,prob_class_1,prob_class_2,true_label
0.921707,0.06562647,0.012666608,0
0.90908056,0.07429671,0.0166228,0
0.9454584,0.046334997,0.008206557,0
0.7408038,0.09683197,0.16236424,0
0.82829213,0.113403544,0.058304377,0
0.7990623,0.15712649,0.04381124,0
0.9095239,0.071472466,0.019003602,0
0.7412217,0.19914743,0.059630778,0
0.9023264,0.08154792,0.016125701,0
0.74656826,0.17937106,0.074060775,0
0.1669928,0.43245178,0.40055543,1
0.63709044,0.28680608,0.076103486,1
0.18179862,0.5428722,0.27532908,1
0.75954586,0.19452175,0.04593244,1
0.15788989,0.4960108,0.3460993,1
0.16959582,0.4327084,0.39769578,1
0.401759,0.4599241,0.13831687,1
0.2142618,0.5821471,0.20359105,1
0.14371322,0.38504523,0.47124153,1
0.16095337,0.59750897,0.24153766,1
0.054405313,0.091176555,0.85441816,2
0.14334443,0.18363845,0.67301714,2
0.103671014,0.18370785,0.7126211,2
0.39293528,0.28441003,0.3226547,2
0.12796636,0.25462195,0.6174117,2
0.03679816,0.052696243,0.9105056,2
0.07677833,0.14854395,0.7746777,2
0.042928822,0.066425614,0.8906456,2
0.12614405,0.19135591,0.68250006,2
0.13657723,0.15751277,0.70590997,2
