prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,true_label
0.00013970707,0.064534694,3.0692631e-06,1.1793627e-07,0.9353185,3.7081954e-06,1.9310829e-07,4
0.00017581072,0.15415967,4.8527713e-06,1.5847111e-07,0.84565145,7.825298e-06,2.0866842e-07,4
0.00042618523,0.1876852,8.556163e-06,4.1686823e-07,0.8118745,3.4276472e-06,1.6850045e-06,4
0.041000843,0.9589655,3.1798738e-06,4.7581005e-07,2.6393613e-05,1.5868353e-06,2.1016501e-06,1
2.3992492e-05,0.11661394,2.6579473e-06,1.6769948e-07,0.8833516,7.3530637e-06,3.2990653e-07,4
4.7711525e-05,0.15504016,2.2747636e-06,2.477433e-07,0.8449062,3.088814e-06,3.360057e-07,4
0.06742408,0.93243724,2.8341528e-05,7.70633e-08,0.000101569865,8.385001e-07,7.885537e-06,1
0.00011819303,0.072922684,2.2197617e-06,2.3693381e-07,0.926942,1.3972792e-05,7.598494e-07,4
4.318062e-05,0.15095282,2.2983882e-06,2.1011643e-07,0.8489947,6.501845e-06,2.9938704e-07,4
3.7249716e-05,0.13234584,1.4800848e-06,1.3452421e-07,0.86761296,1.926716e-06,4.1340226e-07,4
0.003588563,0.11487507,3.1660018e-06,3.8388677e-08,0.88153213,6.531258e-07,3.109114e-07,4
0.0028329932,0.07722272,3.7477514e-06,2.0328326e-08,0.9199401,2.4407453e-07,2.2770826e-07,4
0.00067084515,0.40726575,5.828298e-06,1.884808e-07,0.5920474,8.585962e-06,1.3960129e-06,4
0.0006556184,0.44058597,7.812633e-06,1.5743754e-07,0.5587383,1.0368393e-05,1.7774739e-06,4
4.258756e-05,0.14030977,1.9054755e-06,1.8624884e-07,0.8596429,2.071347e-06,5.0700453e-07,4
0.80156654,0.19302069,2.4341776e-05,1.8125009e-08,0.0053781588,6.647472e-06,3.5579083e-06,0
5.647765e-05,0.1416929,2.1514825e-06,1.4909033e-07,0.85824627,1.3557188e-06,7.0933277e-07,4
5.228371e-05,0.063354254,3.8247144e-06,8.481349e-08,0.9365818,6.978451e-06,8.255535e-07,4
0.15663059,0.8430152,4.784268e-05,5.31543e-07,8.612931e-05,0.00021096684,8.804942e-06,1
0.054682452,0.94518995,1.1018981e-05,6.576531e-07,0.00010359962,6.303408e-06,6.069193e-06,1
0.09440214,0.9050022,2.0134097e-05,4.1610502e-07,0.0005656603,1.6067718e-06,7.869548e-06,1
0.0032993818,0.9959305,2.0394434e-06,4.603238e-08,0.0006846176,8.251798e-05,8.94129e-07,1
0.76228285,0.2375929,9.010344e-05,9.0975163e-07,2.2557719e-05,8.284715e-06,2.3616567e-06,0
0.2507104,0.7492281,1.8823584e-05,3.388749e-07,2.2300328e-05,1.7997632e-05,2.0383636e-06,1
0.12770224,0.8722264,3.329608e-05,6.512177e-07,2.1900754e-05,1.3179277e-05,2.2785596e-06,1
0.0033489126,0.99516886,7.3977835e-06,2.336658e-07,0.0014652684,7.430024e-06,1.8938658e-06,1
0.010051719,0.9899455,1.9208451e-07,8.582248e-08,3.0699235e-07,4.6570736e-07,1.6932795e-06,1
0.013764388,0.9861546,8.072399e-06,3.4389348e-07,1.7003971e-05,5.277805e-05,2.7544252e-06,1
0.0010217546,0.996727,2.487311e-05,1.9154024e-07,0.00221028,1.3136365e-05,2.782535e-06,1
0.0017478252,0.998171,9.999988e-06,1.4850966e-07,5.404927e-05,1.5389856e-05,1.5532726e-06,1
0.09064612,0.9016716,2.6275895e-05,3.6543247e-07,0.0076451367,7.661875e-06,2.8860447e-06,1
0.0023680292,0.9964947,6.464971e-06,1.5609686e-08,0.0011051834,2.2075888e-05,3.5638873e-06,1
0.3273686,0.67223954,5.550113e-06,7.8820825e-08,0.00033742675,4.6220343e-06,4.415883e-05,1
0.7689505,0.2310317,7.169477e-07,1.0818528e-06,5.2237783e-06,7.769757e-07,9.950421e-06,0
0.084947504,0.9150381,2.6193597e-06,7.59239e-08,2.7011363e-06,3.3916288e-07,8.637431e-06,1
0.055930577,0.9440415,8.743233e-06,2.495344e-07,1.3138096e-05,3.6055658e-06,2.275238e-06,1
0.5176412,0.48234248,2.8515724e-06,5.2805257e-07,6.9966245e-06,8.324301e-07,5.1164625e-06,0
0.62808955,0.37187955,2.760475e-06,4.0735492e-07,8.297041e-06,1.1440906e-06,1.8323108e-05,1
0.13913971,0.8607752,1.7166489e-06,1.2999789e-07,6.6414825e-05,1.4604915e-06,1.5395817e-05,1
0.8277182,0.16686231,9.989324e-06,5.3782213e-07,1.04524515e-05,1.7101066e-06,0.0053968215,0
0.015438939,0.9843737,8.8593615e-06,4.8505103e-07,8.856815e-05,8.395562e-05,5.5675405e-06,1
0.71499294,0.28440952,3.9761485e-06,5.723205e-07,5.2914465e-06,2.5560546e-06,0.00058512023,0
0.65096587,0.34900305,1.8320674e-06,4.1472993e-07,9.1026e-06,1.3293068e-06,1.8400196e-05,0
0.0072555514,0.99263895,5.6195317e-06,2.2478598e-07,7.13531e-05,1.3983326e-05,1.4369355e-05,1
0.11826574,0.88171893,4.7756134e-06,4.469075e-07,1.3019991e-06,1.54732e-06,7.276859e-06,1
0.8712617,0.12866516,4.1107978e-07,5.208778e-08,7.088814e-05,3.6229292e-07,1.3926465e-06,0
0.07171994,0.92826784,3.1388759e-06,8.453827e-07,1.2582958e-06,1.0755664e-06,5.9424174e-06,1
0.0475068,0.95248264,6.1581136e-06,2.1041565e-07,1.1733312e-06,8.287908e-07,2.2023326e-06,1
0.9451337,0.042858887,1.946104e-06,3.4189785e-07,2.4133565e-06,9.110358e-07,0.012001831,0
0.9031671,0.08483353,2.9211974e-06,1.211033e-06,1.6112812e-06,1.6201117e-06,0.011991956,0
0.024087595,0.9759054,3.0485598e-06,5.111993e-08,9.4117917e-07,3.5489677e-07,2.5728039e-06,1
0.0590984,0.9408903,4.318311e-06,7.9162993e-07,6.9435725e-07,1.0265303e-06,4.471496e-06,1
0.93236125,0.062042106,1.9678241e-06,4.2048498e-07,2.7746719e-06,2.1546732e-06,0.0055893706,0
0.049855944,0.9501264,3.5813543e-06,2.949364e-07,1.0102045e-05,8.887006e-07,2.7554577e-06,1
0.9166282,0.07357904,1.618612e-06,3.8373537e-07,2.0930183e-06,2.1982662e-06,0.009786531,0
0.54633474,0.45365527,3.8345324e-06,6.319179e-07,1.104202e-06,1.6721314e-06,2.7472333e-06,0
0.15915206,0.8355504,1.2383434e-06,3.1553327e-07,0.0052716574,7.1440326e-07,2.3610566e-05,1
0.40376747,0.59117377,2.966672e-05,1.3592508e-07,0.004685895,0.00032054208,2.2491813e-05,1
0.955227,0.008758954,2.0204081e-07,1.5139577e-07,4.2707717e-07,1.8408414e-07,0.03601302,0
0.018026758,0.9813084,8.717351e-06,1.5160972e-06,0.00062775734,2.1998318e-05,4.8722413e-06,1
0.9448536,0.055089623,8.243807e-07,1.1351576e-07,1.1402642e-06,1.1909297e-06,5.3514053e-05,0
0.51707244,0.48262882,1.7896242e-06,4.037057e-07,0.00026415836,9.561544e-07,3.1446783e-05,0
0.22955981,0.7704068,4.5110614e-06,2.3243474e-07,2.1158097e-05,1.2889216e-06,6.1943333e-06,1
0.091076314,0.90889025,8.835229e-07,8.430236e-08,2.4112009e-05,4.441361e-07,7.879013e-06,1
0.18888418,0.8110847,5.9402414e-06,2.9079882e-07,1.5802529e-05,1.8770415e-06,7.1627774e-06,1
0.087495044,0.9124984,4.6124637e-07,2.643562e-07,1.3023266e-06,7.128665e-07,3.8186213e-06,1
0.11245661,0.8837294,2.1490048e-05,7.58575e-07,0.0036401362,0.000114167575,3.7404934e-05,1
0.013303219,0.9866937,5.467007e-07,9.747077e-08,6.479502e-07,3.9164277e-07,1.4948896e-06,1
0.8560858,0.14169332,3.2436826e-06,6.652707e-07,2.2903157e-06,1.9606557e-06,0.0022127307,0
0.08895871,0.9108972,1.539994e-05,3.5900683e-07,0.000112283145,6.750803e-06,9.255015e-06,1
0.32448426,0.67549783,6.402401e-06,1.18340786e-07,4.260508e-06,5.9015696e-07,6.5170325e-06,0
0.19003828,0.8099261,1.3670963e-06,8.1918905e-08,2.9424971e-05,7.379919e-07,4.042954e-06,1
0.06022751,0.9394971,1.5861226e-05,1.323291e-07,0.00023561539,1.8315137e-05,5.5143414e-06,1
0.7127759,0.28714603,1.3209851e-06,4.0075173e-07,1.4970009e-06,1.810568e-06,7.30639e-05,0
0.88947767,0.11037069,1.412639e-06,4.103697e-07,2.1784024e-06,1.154668e-06,0.0001464622,0
0.023848785,0.9761471,8.041866e-07,1.489191e-07,4.842376e-07,6.80766e-07,2.0276989e-06,1
0.9302193,0.06941274,2.1309768e-06,1.3997689e-07,9.57915e-07,7.7491876e-07,0.0003639473,0
0.054645367,0.9452831,3.1035215e-06,2.7651492e-07,5.6960933e-05,2.0957684e-06,9.009641e-06,1
0.028930305,0.971066,5.955336e-07,1.9199956e-07,4.1106458e-07,4.2728098e-07,2.0279012e-06,1
0.017316006,0.9821634,2.8302386e-05,1.4869651e-06,0.00045548234,3.2570253e-05,2.652286e-06,1
0.0016224735,0.2905073,2.917511e-05,7.4530243e-07,0.7077862,9.162364e-06,4.4911263e-05,4
0.002705434,0.37800997,2.878353e-05,4.3576378e-07,0.61918885,1.1905113e-05,5.4631648e-05,4
0.0025045981,0.45384526,3.3105243e-05,6.9604646e-08,0.54357433,1.102505e-05,3.1580086e-05,4
0.023405688,0.94583386,9.767124e-05,8.773665e-07,0.030599194,4.1200165e-05,2.1516546e-05,4
0.56052876,0.43944377,1.5808462e-05,5.787719e-07,2.8565635e-06,1.4294951e-06,6.8368668e-06,1
0.016962627,0.9830308,8.981918e-07,9.884308e-08,7.532465e-07,6.9136615e-07,4.059643e-06,1
0.5672882,0.4321724,3.6303618e-06,1.117722e-06,0.000493587,6.1799547e-06,3.4873265e-05,1
0.9270936,0.072900645,1.2923471e-06,2.0205417e-07,1.0449978e-06,2.724324e-07,2.9548255e-06,0
0.59140414,0.40858766,1.3212511e-06,3.0961553e-07,6.2121404e-07,2.039736e-06,3.919553e-06,0
0.8542365,0.14575216,1.1339457e-06,1.3636527e-06,1.41702e-06,4.0218683e-07,7.0362485e-06,0
0.025224002,0.9423958,3.394197e-05,1.4768023e-06,0.032247927,5.917203e-05,3.767694e-05,4
0.0057444903,0.43151653,2.8837836e-05,6.9173716e-08,0.56265926,7.0921724e-06,4.3717468e-05,4
0.025055721,0.940862,3.535447e-05,1.0978829e-06,0.03394213,4.1581734e-05,6.208502e-05,4
0.051475234,0.94849205,1.4449588e-05,2.1988551e-07,6.3493994e-06,1.5429938e-06,1.0175246e-05,1
0.06306134,0.936867,2.9389492e-05,4.5126222e-07,2.6782363e-05,2.7081e-06,1.2358797e-05,1
0.07554019,0.92444223,1.262836e-06,2.6425988e-07,1.0838964e-06,1.7785065e-06,1.3153734e-05,1
0.055131357,0.9092815,3.791085e-05,9.434934e-07,0.035495967,3.8235747e-05,1.4159901e-05,4
0.044137396,0.9557759,9.244849e-06,1.6592537e-07,1.9762861e-05,4.5807806e-06,5.2973923e-05,1
0.03662964,0.9631007,2.0619666e-05,4.2132282e-07,0.00022702507,3.5217029e-06,1.8048262e-05,1
0.45589027,0.53126454,4.1518297e-06,1.3823742e-06,0.012800184,2.6483078e-05,1.30018e-05,1
0.059292976,0.9405556,2.7335776e-05,2.563146e-07,9.5805124e-05,9.253745e-06,1.8869574e-05,1
0.098025426,0.90196854,2.528263e-06,6.6208436e-08,5.4545706e-07,4.1328414e-07,2.4685773e-06,1
0.00082129956,0.9904861,0.00016200998,6.3477785e-07,0.0084189745,4.0671217e-05,7.025681e-05,1
0.36339936,0.63658804,2.8653656e-06,3.4187985e-07,8.054419e-07,9.750626e-07,7.6211218e-06,1
0.021675557,0.97831625,1.936187e-06,2.6527846e-07,1.491835e-06,7.404851e-07,3.702461e-06,1
0.047768675,0.9521568,2.381519e-06,2.806732e-07,5.7062945e-05,9.2130705e-07,1.3889032e-05,1
0.08450969,0.9154751,3.245894e-06,2.1023799e-07,7.0692145e-06,1.1469461e-06,3.5187272e-06,1
0.05879984,0.9411692,8.5214e-07,5.3685704e-07,2.4042063e-05,9.960208e-07,4.5328366e-06,1
0.08897288,0.9106783,2.7746357e-06,6.689806e-07,0.00033928067,1.8653943e-06,4.158474e-06,1
0.011247087,0.98305166,2.521336e-05,4.408591e-07,0.005627243,1.5892558e-05,3.243331e-05,1
0.0019425743,0.9958262,0.00024839293,7.3900605e-07,0.0019444583,2.7526794e-05,1.0055597e-05,1
0.57343024,0.42273092,8.626166e-06,3.3235446e-07,0.003747429,7.0047618e-06,7.546631e-05,0
0.0143451365,0.9850965,4.737465e-05,5.115508e-07,0.00025897412,0.0002381669,1.3326364e-05,1
0.001381153,0.99790263,0.0004962823,8.451366e-06,0.00011392112,9.1841706e-05,5.7353186e-06,1
0.029708311,0.9700925,3.735142e-05,1.384687e-07,0.000101019876,4.952961e-05,1.1137241e-05,1
0.05402667,0.94522256,0.00015096835,6.874541e-07,0.000555332,1.5499398e-05,2.8349128e-05,1
0.1919564,0.80803716,4.8388523e-07,2.9610044e-07,7.0528466e-07,1.4374737e-06,3.5500134e-06,0
0.5242202,0.47392017,1.4311433e-06,2.7568692e-07,0.001849403,1.1251292e-06,7.3828073e-06,1
0.00089874386,0.9906735,2.750279e-05,6.261543e-07,0.008376842,1.1956509e-05,1.0834098e-05,1
0.029612018,0.9703423,1.4211794e-06,1.8161298e-07,1.636035e-05,6.6114245e-07,2.7097522e-05,1
0.011928008,0.987535,7.503847e-05,2.2205554e-06,0.0004191665,3.3258955e-05,7.310428e-06,1
0.075616345,0.92435944,3.0040692e-06,2.2449059e-07,1.0141471e-05,9.62687e-07,9.923961e-06,1
0.17458597,0.6851894,2.5234485e-05,7.6616755e-07,0.1400797,5.8209935e-06,0.000113062066,4
0.061583016,0.9383986,3.0605686e-06,1.8389505e-07,9.977941e-06,9.708169e-07,4.157466e-06,1
0.086066045,0.91384953,1.1667864e-06,2.707255e-07,5.0061306e-05,5.8334786e-07,3.2299944e-05,0
0.05887538,0.9291424,0.00012937748,3.9613278e-07,0.011812624,3.6245415e-06,3.6180165e-05,1
0.16218475,0.83391047,4.102275e-06,1.4360205e-07,0.0038942914,1.207458e-06,5.0743947e-06,1
0.033137344,0.36220273,7.5483454e-06,1.0533465e-07,0.60463786,1.035299e-06,1.3350351e-05,4
0.824831,0.1751598,1.5158523e-06,5.228673e-07,1.1331339e-06,2.190679e-06,3.85176e-06,0
0.045915358,0.58520657,1.3095334e-05,2.7862583e-07,0.36884156,1.5737609e-06,2.1569997e-05,4
0.86590993,0.13408513,4.6691483e-07,2.447034e-07,1.2015043e-06,9.106942e-07,2.1552935e-06,0
0.019012693,0.26833382,1.24876e-05,2.6310087e-07,0.7126226,1.2848116e-06,1.6838505e-05,4
0.01484898,0.9848904,0.00010286245,2.8540437e-06,8.0727266e-05,7.185848e-05,2.2925692e-06,1
0.009681474,0.6081842,3.5739322e-05,2.3713278e-07,0.38206843,3.3707881e-06,2.6570307e-05,4
0.043944594,0.9557112,6.0279042e-05,1.208041e-06,0.00021640865,5.691045e-05,9.393945e-06,1
0.9812232,0.018686663,2.7755318e-06,3.7796738e-07,5.837076e-07,2.5066565e-06,8.381048e-05,0
0.050499387,0.7896458,1.2421965e-05,5.595236e-07,0.15972331,8.680455e-05,3.171255e-05,4
0.89551646,0.10441863,1.4832068e-06,2.2550094e-07,1.4782362e-06,1.1349616e-06,6.060216e-05,0
0.39125234,0.6087281,1.5738194e-06,5.8813487e-07,1.8662282e-06,1.5903678e-06,1.3972853e-05,0
0.038568564,0.94650835,1.9780171e-05,3.3026788e-07,0.014811338,6.7854395e-05,2.3822677e-05,4
0.10566877,0.86174214,9.905304e-06,4.008443e-07,0.032455485,8.8273984e-05,3.5043013e-05,4
0.04254217,0.9524922,2.1228258e-05,3.303319e-07,0.0048727123,4.7154204e-05,2.4190313e-05,1
0.9128603,0.08707224,2.9475411e-06,5.547431e-07,1.1037553e-06,1.2162736e-06,6.169468e-05,0
0.081291676,0.9182885,1.4191986e-06,3.9070414e-07,0.0004145092,9.2438273e-07,2.5008965e-06,1
0.038840424,0.9521917,0.00032384656,5.1544174e-07,0.008627664,4.677675e-06,1.1168227e-05,1
0.5034738,0.4964645,1.0122435e-06,6.3038317e-07,5.3755335e-05,1.8984381e-06,4.362684e-06,0
0.041262552,0.9519163,1.0755585e-05,2.9532043e-07,0.006710194,8.5264706e-05,1.4691879e-05,1
0.018935608,0.9476034,1.9585115e-05,6.8210613e-07,0.033414856,1.4376519e-05,1.1538756e-05,4
0.0026072862,0.9875802,0.00019450065,4.512827e-06,0.009557602,4.21263e-05,1.3742144e-05,1
0.042240337,0.9533822,1.3295487e-05,3.1925012e-07,0.0041157054,0.00024368832,4.392409e-06,1
0.036103178,0.9621867,7.7006825e-06,5.72059e-07,0.001680023,1.3939168e-06,2.0424315e-05,1
0.08136711,0.79684377,4.3495425e-06,4.4689799e-07,0.121750206,2.3956456e-05,1.0156017e-05,4
0.042812515,0.9411342,2.2857239e-05,1.6325068e-07,0.016007293,1.8141638e-05,4.846847e-06,4
0.05751924,0.9414288,7.4763725e-06,2.9143078e-07,0.0010044368,2.4785063e-06,3.7253638e-05,1
0.40733203,0.5889749,6.133938e-05,9.806851e-08,0.0035054106,0.00010196487,2.423084e-05,1
0.14058642,0.8593292,1.8969544e-06,1.7399208e-07,7.065434e-05,8.894289e-07,1.0689502e-05,1
0.4689593,0.531024,2.1229453e-06,2.6102825e-07,1.2448354e-06,1.5292634e-06,1.1541422e-05,1
0.02000979,0.9799708,6.586372e-06,4.477131e-07,4.779319e-06,1.1434128e-06,6.4162073e-06,1
0.00073673844,0.99772686,3.090763e-05,1.1751363e-06,0.0014760408,2.3252605e-05,5.0875738e-06,1
0.0906924,0.8361347,9.707368e-06,3.6896856e-07,0.0731272,2.2042797e-05,1.3654352e-05,4
0.115870394,0.8743169,1.6617674e-05,6.5109487e-07,0.009765265,1.29351565e-05,1.7279679e-05,1
0.03605641,0.95801914,1.4043068e-05,3.147354e-07,0.0058442075,2.7807875e-05,3.8093698e-05,1
0.05897562,0.94060385,5.1251594e-05,4.6101079e-07,0.00033412763,2.1886832e-05,1.2820709e-05,1
0.3176718,0.6823146,2.9130397e-06,2.4552523e-07,2.083824e-06,9.282724e-07,7.4748473e-06,1
0.12717342,0.87210846,9.227174e-06,3.2803862e-07,0.0005636272,0.00010008197,4.4840002e-05,1
0.089235276,0.91060007,2.358061e-06,5.2658623e-07,0.0001478161,6.1277206e-07,1.331345e-05,1
0.25890315,0.74105954,1.6270029e-06,7.1352133e-07,3.4082814e-06,8.0318966e-07,3.079418e-05,1
0.072515465,0.9228995,8.607028e-07,2.5057306e-08,0.0045834756,2.667424e-07,4.2541737e-07,1
0.6902707,0.3094239,3.0672698e-05,3.7345345e-07,0.00026421162,8.387936e-06,1.7339224e-06,0
0.06518887,0.93400085,3.2144144e-05,3.7221417e-07,0.00046617538,2.4050527e-05,0.0002875811,1
0.12913908,0.8701747,3.3082324e-05,5.8820365e-07,0.0006169641,2.7131411e-05,8.447734e-06,1
0.44862866,0.551093,3.32276e-05,4.780021e-07,0.00021067607,1.3906742e-05,2.0040421e-05,1
0.13177861,0.86694807,1.0752619e-06,1.6973085e-07,0.0012509228,8.073071e-07,2.0283054e-05,1
0.13999876,0.8590638,5.367861e-05,2.872247e-07,0.00077537994,3.0528454e-06,0.0001049694,1
0.058921028,0.9410563,3.2800635e-06,3.362342e-07,1.08922495e-05,1.9307597e-06,6.171182e-06,1
0.07405567,0.9226456,2.1050994e-06,7.1359773e-07,0.0032929627,8.427415e-07,2.0950595e-06,1
0.009135759,0.99074906,4.249138e-07,4.8532716e-08,0.00011402417,1.9999091e-07,5.005992e-07,1
0.0030240747,0.99257165,0.00013890772,8.2059483e-07,0.0042087645,4.3623633e-05,1.2133836e-05,1
0.17697398,0.81702125,2.6688327e-05,3.6632917e-07,0.005932148,3.2708124e-06,4.2261898e-05,0
0.0049913945,0.9870962,2.5530457e-05,2.9137013e-07,0.00784666,2.8841781e-05,1.103987e-05,1
