prob_class_0,prob_class_1,true_label
0.11693406,0.88306594,1
0.02142775,0.97857225,0
0.12453091,0.8754691,1
0.18131655,0.81868345,1
0.8226018,0.17739822,0
0.99931526,0.00068473164,0
0.03596413,0.96403587,0
0.99870896,0.0012910517,0
0.59183407,0.40816593,1
0.06593269,0.9340673,1
0.3185836,0.6814164,1
0.0544492,0.9455508,0
0.9995235,0.0004764652,0
0.9900807,0.009919288,0
0.9962364,0.0037635968,1
0.23422158,0.7657784,0
0.10438317,0.8956168,1
0.9895507,0.010449261,0
0.42715782,0.5728422,0
0.07401204,0.92598796,1
0.9966624,0.0033376175,0
0.99307513,0.006924839,0
0.32801324,0.67198676,1
0.36298543,0.63701457,1
0.97273445,0.027265541,1
0.17955959,0.8204404,1
0.9988608,0.0011392301,0
0.9860612,0.013938811,0
0.009847581,0.9901524,0
0.9578295,0.04217054,0
0.9874932,0.012506808,0
0.99969095,0.00030903408,0
0.9996768,0.00032315508,0
0.014574587,0.9854254,1
0.9168751,0.0831249,0
0.9930073,0.0069926847,0
0.020362437,0.97963756,0
0.99867857,0.0013214155,0
0.987554,0.012446001,0
0.0024213195,0.9975787,1
0.019334018,0.980666,1
0.9993762,0.00062382815,0
0.782167,0.21783297,0
0.0029449463,0.99705505,1
0.42103714,0.57896286,1
0.006741047,0.99325895,1
0.99981534,0.00018463944,0
0.98822856,0.011771456,0
0.10562229,0.8943777,0
0.98386496,0.016135028,0
0.9988658,0.0011342192,0
0.9626467,0.0373533,0
0.99924207,0.00075791345,0
0.3623004,0.6376996,0
0.002619803,0.9973802,1
0.085140765,0.91485924,1
0.8039463,0.19605367,0
0.006719768,0.99328023,0
0.8819431,0.11805691,0
0.97367007,0.026329951,0
0.999389,0.000611003,0
0.9043016,0.095698394,0
0.9981094,0.0018905795,0
0.3319524,0.6680476,0
0.79128975,0.20871025,0
0.9966422,0.0033578323,0
0.99772394,0.0022760406,0
0.63112247,0.36887756,0
0.11369926,0.88630074,0
0.34682488,0.6531751,1
0.9999113,8.8692126e-05,0
0.6931244,0.30687562,0
0.52544075,0.47455925,0
0.94570494,0.054295078,1
0.08284366,0.91715634,0
0.5314642,0.46853575,1
0.99707675,0.0029232525,0
0.04057157,0.9594284,1
0.9985322,0.0014678269,1
0.9182092,0.081790775,0
0.9200488,0.07995125,0
0.07653135,0.92346865,1
0.9720404,0.027959557,0
0.96362936,0.036370665,0
0.9992242,0.0007757894,0
0.9986588,0.0013412264,0
0.97298265,0.027017372,0
0.5587177,0.44128224,0
0.86110735,0.13889264,0
0.08346856,0.91653144,1
0.36445028,0.6355497,0
0.9715935,0.028406514,0
0.99862236,0.0013776585,0
0.064454496,0.9355455,0
0.8122956,0.1877044,1
0.9989624,0.001037599,0
0.97513235,0.024867658,1
0.0014742017,0.9985258,1
0.6570056,0.3429944,0
0.038839817,0.9611602,1
0.13240641,0.8675936,1
0.86118984,0.13881017,1
0.99757767,0.0024223353,0
0.009249151,0.99075085,1
0.009729266,0.99027073,1
0.61638486,0.3836151,0
0.96843815,0.031561848,0
0.025277138,0.97472286,1
0.99736756,0.0026324152,0
0.2242288,0.7757712,0
0.99495184,0.0050481316,0
0.9922963,0.0077037425,0
0.9207502,0.07924981,1
0.96687984,0.033120144,0
0.322385,0.677615,0
0.99936074,0.00063927704,0
0.9990928,0.00090720557,0
0.25039655,0.74960345,1
0.93514293,0.06485708,0
0.07274693,0.92725307,0
0.113621116,0.8863789,1
0.9996618,0.0003382044,0
0.5706936,0.42930642,1
0.99789906,0.0021009333,0
0.9725716,0.027428415,0
0.99430346,0.005696525,0
0.0057997704,0.9942002,1
0.995391,0.004608964,0
0.16247278,0.8375272,0
0.9965507,0.00344931,0
0.9997334,0.0002666057,0
0.9745196,0.02548042,0
0.99572414,0.0042758533,0
0.6943661,0.3056339,1
0.8588681,0.14113191,1
0.0027534962,0.9972465,0
0.11768925,0.88231075,0
0.8477367,0.15226328,0
0.7930985,0.20690149,0
0.721635,0.27836502,1
0.093082845,0.90691715,1
0.17827123,0.82172877,1
0.0033337474,0.99666625,1
0.9990117,0.0009882819,0
0.320467,0.679533,1
0.0006996393,0.99930036,1
0.9959999,0.0040001376,0
0.711946,0.28805402,0
0.99456483,0.005435165,1
0.9921585,0.0078415265,0
0.35041994,0.64958006,1
0.106069505,0.8939305,1
0.49407536,0.50592464,1
0.9994647,0.00053532264,0
