prob_class_0,prob_class_1,true_label
0.9893112,0.010688775,0
0.9854121,0.014587896,0
0.096610546,0.90338945,1
0.0075259805,0.992474,1
0.9929162,0.007083766,0
0.12600458,0.8739954,1
0.994125,0.0058749747,0
0.22271413,0.7772859,1
0.9941368,0.0058631618,0
0.16590196,0.83409804,1
0.07118899,0.928811,1
0.9931397,0.0068602907,0
0.9958861,0.0041138837,0
0.9961437,0.0038563213,0
0.99627614,0.0037238344,0
0.99634016,0.0036598428,0
0.019631445,0.98036855,1
0.04401791,0.9559821,1
0.027084708,0.9729153,1
0.99784154,0.0021584774,0
0.036717355,0.96328264,1
0.013438761,0.98656124,1
0.057406902,0.9425931,1
0.03288895,0.96711105,1
0.019222438,0.98077756,1
0.032692015,0.967308,1
0.00083673,0.99916327,1
0.0006579757,0.999342,1
0.14341861,0.8565814,1
0.93680364,0.06319638,0
0.2364186,0.7635814,1
0.45457345,0.54542655,1
0.508842,0.49115804,0
0.44952756,0.55047244,0
0.92398286,0.07601712,0
0.88738745,0.11261254,0
0.7881714,0.21182862,0
0.99592566,0.0040743537,0
0.8341954,0.16580461,0
0.5957452,0.40425476,0
0.5532345,0.44676548,0
0.45055336,0.54944664,1
0.59835684,0.40164316,1
0.9898205,0.010179546,0
0.9871718,0.012828151,0
0.9826795,0.017320512,0
0.23740959,0.7625904,1
0.1824491,0.8175509,1
0.8678353,0.13216469,0
0.96236,0.03763999,0
0.99375856,0.006241425,0
0.9904523,0.0095477095,0
0.9940344,0.0059655826,0
0.9898929,0.010107094,0
0.99471164,0.005288345,0
0.9972376,0.0027623905,0
0.99264354,0.0073564705,0
0.026344836,0.97365516,1
0.0017614365,0.99823856,1
0.01697284,0.98302716,1
0.6060003,0.3939997,0
0.83281595,0.16718407,0
0.9933264,0.0066735856,0
0.91287905,0.08712094,0
0.606345,0.393655,0
0.007085681,0.9929143,1
0.007085681,0.9929143,1
0.0010623336,0.99893767,1
0.9740362,0.025963807,0
0.98642516,0.013574831,0
0.020395756,0.97960424,1
0.0145074725,0.9854925,1
0.016121387,0.9838786,1
0.019230247,0.98076975,1
0.35831517,0.64168483,0
0.961689,0.038310982,0
0.00081568956,0.9991843,1
0.005166054,0.99483395,1
0.27611214,0.72388786,1
0.027635396,0.9723646,1
0.9490976,0.050902404,0
0.97374076,0.026259264,0
0.948415,0.051585045,0
0.94094986,0.059050165,0
0.9530705,0.046929482,0
0.95146656,0.04853341,0
0.0060165524,0.99398345,1
0.11705917,0.8829408,1
0.79666615,0.20333388,0
0.94182116,0.058178816,0
0.0034026504,0.99659735,1
0.006099105,0.9939009,1
0.0032923222,0.9967077,1
0.002975881,0.9970241,1
0.0016255379,0.99837446,1
0.99886554,0.0011344743,0
0.9991888,0.0008112048,0
0.9994149,0.0005851067,0
0.97566134,0.02433867,0
0.9994332,0.0005667795,0
0.95184773,0.048152275,0
0.020937085,0.9790629,1
0.95888394,0.041116055,0
0.9483524,0.051647577,0
0.62368405,0.37631595,1
0.9991736,0.0008264478,0
0.9984011,0.0015988811,0
0.91362906,0.08637095,0
0.79469395,0.20530602,0
0.8114306,0.1885694,0
0.07040906,0.92959094,1
0.08130568,0.9186943,1
0.039893687,0.9601063,1
