prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,prob_class_15,prob_class_16,prob_class_17,prob_class_18,true_label
0.00015399525,1.0659292e-06,4.70438e-09,0.17089783,0.002277018,0.041558463,0.028973505,0.0012860546,2.8854112e-05,8.0779326e-05,0.0031409294,0.0046340795,0.0491665,0.009100551,4.50078e-06,0.09722253,0.46910128,0.06669582,0.055676177,16
0.0032646381,0.0005724116,1.6101116e-05,0.0524993,0.0656527,0.1254818,0.35754272,0.01647266,0.0056855096,0.003650114,0.055612344,0.029821094,0.12963155,0.068820685,0.0020829341,0.011347541,0.04882484,0.0078049614,0.015216102,6
0.26534578,0.12829511,0.27903023,0.017968265,0.015889924,0.017110612,0.003230139,0.026534135,0.019826151,0.056391116,0.06551381,0.02037119,0.0010919434,0.0406356,0.04040414,0.00044341089,0.00065526157,0.0006539169,0.0006092198,2
0.0045363186,6.880912e-06,1.1919956e-06,0.87045085,0.00020579601,0.0038405666,0.0013607865,0.0001329141,1.17866975e-05,0.00027272644,0.0012172986,0.002037703,0.0012018179,0.0027992835,8.212582e-06,0.026012901,0.060495075,0.0030237436,0.022384029,3
0.0041062455,6.700583e-06,1.7418694e-06,0.8996698,9.883201e-05,0.0032339746,0.00077107875,0.00011649399,5.2798114e-06,0.00018768868,0.00083649415,0.0017307495,0.00049809564,0.0018566425,5.6400463e-06,0.016281882,0.05203938,0.0025357674,0.01601723,3
0.013942157,0.06472845,0.0011599284,0.0029713158,0.53771496,0.035346497,0.020328043,0.0511384,0.04311417,0.014043466,0.0401479,0.042555753,0.026589002,0.06107168,0.042021506,0.00045305383,0.0009277281,0.0012825535,0.00046352574,4
2.1127357e-06,6.6562836e-07,2.8927019e-11,0.00042177536,0.00022407745,0.010089392,6.541224e-05,0.0024079136,5.2075745e-07,2.8531645e-07,0.00014709463,0.0002611731,0.00020905107,0.0008676825,3.1730377e-08,0.00428392,0.0007015906,0.9788492,0.0014679615,17
0.007294202,0.0108634485,0.00074852887,0.011693334,0.084910244,0.10049288,0.054152314,0.28302997,0.019382033,0.01286217,0.110939905,0.032475233,0.026422504,0.20434919,0.011563648,0.0028166815,0.004329788,0.01740803,0.0042659123,7
0.002042098,8.131871e-06,2.4452238e-06,0.9372023,2.0832584e-05,0.0016219576,9.414869e-05,0.00014641216,4.1765279e-07,5.061442e-05,0.0002725088,0.0011533299,4.6933343e-05,0.0006310984,1.6992724e-06,0.0061394037,0.038964998,0.0030779876,0.008522714,3
0.22394766,0.10629759,0.27333024,0.016503513,0.014469914,0.018596774,0.00361073,0.037260044,0.028820433,0.07140515,0.06961401,0.019191729,0.0016404209,0.062943995,0.049979404,0.0004411362,0.0007036353,0.00074443256,0.0004991442,2
