prob_class_0,prob_class_1,true_label
0.10444975,0.8955502,1
0.094656736,0.90534323,1
0.04464335,0.9553566,1
0.23164934,0.76835066,1
0.13473475,0.86526525,1
0.09285399,0.90714604,1
0.057091273,0.9429087,1
0.039782766,0.9602173,1
0.1642781,0.8357219,1
0.1551314,0.8448686,1
0.074395284,0.9256047,1
0.07306409,0.9269359,1
0.13744162,0.86255836,1
0.008121635,0.9918784,1
0.11018579,0.88981426,1
0.34153745,0.6584625,1
0.31149164,0.68850833,1
0.23544535,0.7645547,1
0.019656353,0.9803436,1
0.047022976,0.95297706,1
0.26968494,0.7303151,1
0.4999997,0.50000036,1
0.04477104,0.955229,1
0.128362,0.87163806,1
0.017762644,0.9822374,1
0.037933465,0.9620665,1
0.034919966,0.96508,1
0.07582486,0.9241751,1
0.15829328,0.8417067,1
0.062915355,0.9370846,1
0.27243844,0.72756165,1
0.11626325,0.8837368,1
0.11595416,0.8840458,1
0.0074385363,0.9925614,1
0.030251969,0.96974796,1
0.06969107,0.93030894,1
0.14242809,0.8575719,1
0.04876707,0.9512329,1
0.076104596,0.9238954,1
0.07881555,0.9211845,1
0.05619617,0.94380385,1
0.06556202,0.934438,1
0.47805578,0.5219443,1
0.34748694,0.652513,1
0.09556476,0.9044353,1
0.023585744,0.9764142,1
0.037110846,0.9628892,1
0.11481769,0.8851823,1
0.023664482,0.97633547,1
0.67234427,0.32765576,1
0.12866524,0.87133473,1
0.2554153,0.7445847,1
0.02244864,0.9775514,1
0.09254972,0.90745026,1
0.23386341,0.7661366,1
0.24514242,0.75485754,1
0.02177732,0.9782227,1
0.41080928,0.5891907,1
0.15147908,0.84852093,1
0.20599255,0.7940075,1
0.29521707,0.7047829,1
0.13573082,0.8642692,1
0.05204734,0.9479527,1
0.12824897,0.871751,1
0.11594057,0.88405937,1
0.32985252,0.6701475,1
0.0048061134,0.9951939,1
0.25928426,0.74071574,1
0.4734638,0.52653617,1
0.105917536,0.8940825,1
0.08206703,0.91793305,1
0.42119917,0.57880086,1
0.50529456,0.49470544,1
0.38034266,0.61965734,1
0.42712954,0.5728705,1
0.011435176,0.9885648,1
0.07127715,0.9287228,1
0.04729799,0.95270205,1
0.0873537,0.91264635,1
0.027311215,0.9726888,1
0.08869707,0.9113029,1
0.0178864,0.98211354,1
0.030876681,0.9691233,1
0.045234438,0.9547655,1
0.09145787,0.90854216,1
0.020900428,0.9790996,1
0.014593999,0.98540604,1
0.19740719,0.8025928,1
0.44992247,0.55007756,1
0.21473344,0.7852665,1
0.030191388,0.96980864,1
0.4614243,0.53857577,1
0.01650128,0.98349875,1
0.033218917,0.96678114,1
0.100622475,0.89937747,1
0.40228987,0.59771013,1
0.14284061,0.85715944,1
0.06038793,0.93961203,1
0.009238572,0.99076146,1
0.05164883,0.94835114,1
0.009641722,0.9903583,1
0.1988639,0.8011361,1
0.040142983,0.959857,1
0.12048017,0.8795199,1
0.13317782,0.86682224,1
0.04909514,0.95090485,1
0.06887262,0.9311274,1
0.04678797,0.953212,1
0.056647573,0.94335246,1
0.25007743,0.74992263,1
0.07332188,0.9266781,1
0.30254272,0.69745725,1
0.085039504,0.91496044,1
0.01721652,0.98278344,1
0.08523179,0.91476816,1
0.010284588,0.9897154,1
0.068353504,0.93164647,1
0.15771486,0.8422852,1
0.027082063,0.9729179,1
0.014961036,0.985039,1
0.034096893,0.96590316,1
0.055342738,0.9446572,1
0.17723684,0.8227631,1
0.02071143,0.9792885,1
0.23284379,0.76715624,1
0.21658833,0.7834117,1
0.14810535,0.8518946,1
0.12218966,0.8778103,1
0.23229226,0.7677077,1
0.49867633,0.50132364,1
0.36233923,0.6376608,1
0.012434326,0.9875657,1
0.092258655,0.9077413,1
0.024849374,0.9751506,1
0.46085417,0.53914577,1
0.016962826,0.9830372,1
0.10708929,0.8929107,1
0.016502324,0.98349774,1
0.04723232,0.9527677,1
0.2949086,0.70509136,1
0.05212478,0.94787514,1
0.260553,0.73944694,1
0.1909621,0.80903786,1
0.06793505,0.93206495,1
0.038487114,0.9615129,1
0.11178571,0.88821423,1
0.4459024,0.55409753,1
0.30842018,0.6915799,1
0.013157096,0.98684293,1
0.006994275,0.9930058,1
0.07242474,0.92757523,1
0.109094694,0.89090526,1
0.20332693,0.79667306,1
0.34071288,0.65928715,1
0.8606995,0.1393005,1
0.2555307,0.7444693,1
0.21945007,0.78054994,1
0.17012958,0.8298704,1
0.0250797,0.9749203,1
0.48103333,0.51896673,1
0.047482464,0.95251757,1
0.028742544,0.97125745,1
0.047881592,0.95211846,1
0.021834698,0.9781653,1
0.91623104,0.08376895,1
0.32153994,0.67846,1
0.095898986,0.904101,1
0.25124252,0.7487574,1
0.18476991,0.8152301,1
0.20707244,0.7929276,1
0.07377592,0.9262241,1
0.1900517,0.8099483,1
0.2081829,0.7918171,1
0.0031536957,0.99684626,1
0.01328226,0.9867178,1
0.06159726,0.9384027,1
0.10261614,0.89738387,1
0.07369795,0.9263021,1
0.32252288,0.67747706,1
0.02907221,0.9709278,1
0.06606051,0.93393946,1
0.03941377,0.9605862,1
0.03665417,0.96334577,1
0.1081695,0.89183056,1
0.032408252,0.9675917,1
0.20661066,0.79338926,1
0.010997114,0.98900294,1
0.043372206,0.9566278,1
0.10299918,0.8970008,1
0.011019396,0.98898065,1
0.08528683,0.9147132,1
0.17241941,0.8275806,1
0.023221139,0.97677886,1
0.06742267,0.9325774,1
0.27097946,0.7290206,1
0.1537221,0.8462779,1
0.16074377,0.8392563,1
0.0295326,0.97046745,1
0.34012923,0.6598708,1
0.19626619,0.80373377,1
0.10637217,0.8936279,1
0.12141862,0.8785814,1
0.0779731,0.9220269,1
0.016590027,0.98340994,1
0.10893051,0.8910695,1
0.1001653,0.8998347,1
0.08999231,0.91000766,1
0.0877598,0.9122402,1
0.20928365,0.7907163,1
0.4782997,0.5217003,1
0.11309428,0.8869057,1
0.02432084,0.9756791,1
0.29290926,0.70709074,1
0.045329828,0.95467025,1
0.32906637,0.6709336,1
0.22465135,0.77534866,1
