prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,true_label
0.44628885,0.3868041,0.14798377,0.008190516,0.008111363,0.002621356,0
0.5569399,0.28022152,0.15656768,0.0020189097,0.003768663,0.00048333994,0
0.5400916,0.28300923,0.16687778,0.0031629216,0.0058746436,0.0009839166,0
0.42650363,0.41034907,0.14647953,0.008686753,0.005992744,0.0019882515,0
0.54925764,0.28925383,0.15525836,0.0019281417,0.003797118,0.0005048834,0
0.56953764,0.26307747,0.16066168,0.0019104201,0.0043409555,0.00047188078,0
0.536622,0.28799686,0.16592073,0.0031799166,0.0054324684,0.00084803277,0
0.5198752,0.30498907,0.16504309,0.0037869818,0.00532823,0.0009774003,0
0.5658441,0.26048142,0.1656639,0.0022460269,0.005169615,0.0005949345,0
0.6472395,0.17865846,0.1487619,0.008739679,0.014216242,0.0023842524,0
0.62145424,0.17867069,0.18324056,0.0043453854,0.010806086,0.001483024,0
0.5763467,0.26942462,0.14966077,0.0013329404,0.0029266742,0.00030831274,0
0.532868,0.34050885,0.12199616,0.0027450433,0.0015521531,0.00032981977,0
0.61325455,0.2515059,0.12854467,0.003903555,0.0024372872,0.00035396582,0
0.42222565,0.42513877,0.13681795,0.007924981,0.0058987504,0.0019938836,1
0.5879871,0.24492832,0.16024716,0.0018783808,0.0044730334,0.00048597142,1
0.31519786,0.5472144,0.10452119,0.019478586,0.008507595,0.0050803283,1
0.39093804,0.44223943,0.14395486,0.012833751,0.00709405,0.002939813,1
0.34288287,0.45621982,0.13668323,0.0334011,0.018531658,0.012281327,1
0.49580875,0.3106812,0.16720286,0.00986472,0.01276058,0.0036819065,1
0.6482858,0.18777946,0.120829605,0.02597682,0.0139597915,0.0031685554,1
0.38141674,0.36910096,0.17306785,0.012659952,0.054961894,0.008792606,1
0.4982721,0.3792907,0.117814,0.0022317357,0.001961857,0.00042968852,1
0.5095459,0.33857667,0.1464882,0.0018417379,0.0030178137,0.0005297012,1
0.46693152,0.368433,0.1508119,0.0062443437,0.00600136,0.0015778608,1
0.5648153,0.2775383,0.15273938,0.001273246,0.0032955075,0.00033824384,1
0.423199,0.42556003,0.13740763,0.0067755063,0.0053020217,0.001755728,1
0.39006332,0.45935985,0.12981285,0.011264867,0.006792596,0.002706416,1
0.59687734,0.26397702,0.1359874,0.00093638746,0.0020080104,0.00021390281,1
0.5386498,0.2985196,0.15526505,0.002850899,0.004052648,0.0006619571,2
0.55634886,0.26527348,0.16908894,0.002677071,0.0058690906,0.0007425408,2
0.48815995,0.33165208,0.16492541,0.006287441,0.007194789,0.0017803232,2
0.18964699,0.26350063,0.03482428,0.36901587,0.0520908,0.09092145,3
3.9330004e-08,4.580243e-06,2.11226e-10,0.8305397,8.057796e-06,0.16944762,3
0.12926532,0.77633786,0.029954411,0.053338617,0.005373188,0.005730558,3
0.23378791,0.19687594,0.09441427,0.02059455,0.2578465,0.19648075,4
0.19715945,0.1355532,0.07372682,0.008274934,0.3515521,0.23373356,4
0.619569,0.17896552,0.18350095,0.004800345,0.011496221,0.001668046,5
0.02543258,0.08498917,0.0059022144,0.006160313,0.22625232,0.6512634,5
0.0473156,0.0980038,0.011116267,0.0040182504,0.2998972,0.5396489,5
0.06520035,0.2598353,0.017008308,0.047212265,0.13749723,0.47324648,5
0.0010218639,0.03564968,0.00017971713,0.030086482,0.02772975,0.9053325,5
0.053999178,0.19552235,0.013261599,0.025970774,0.18894473,0.5223014,5
