prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,true_label
0.48460054,0.39172328,0.06671733,0.022848934,0.014021302,0.020088548,0
0.38423368,0.5094805,0.079231486,0.010803264,0.004073263,0.012177897,0
0.38995692,0.4782027,0.091276966,0.016363801,0.0076256264,0.016574107,0
0.38720626,0.50312716,0.07839016,0.012505367,0.0072675487,0.01150359,0
0.37804765,0.49839348,0.08898286,0.01370435,0.0057973387,0.015074257,0
0.42454973,0.4552848,0.08285392,0.015247099,0.008968477,0.013095908,0
0.43798566,0.41756925,0.085421965,0.023456363,0.0151828155,0.02038398,0
0.38261035,0.44096127,0.11420619,0.024542887,0.012487957,0.025191411,0
0.46290562,0.31109676,0.0868506,0.053772807,0.03832081,0.0470535,0
0.4588075,0.25851217,0.067978345,0.06414314,0.037202876,0.113355964,0
0.49677923,0.19045067,0.02837801,0.044876773,0.03982575,0.1996896,0
0.44913876,0.36931938,0.09148716,0.037655376,0.023258064,0.029141102,0
0.39537495,0.37657523,0.10325297,0.050575063,0.033026937,0.041194733,0
0.39432478,0.37005454,0.10489483,0.05276256,0.03396017,0.044003136,0
0.29462454,0.5986008,0.07444982,0.012279627,0.0064383517,0.01360685,1
0.31536222,0.5827383,0.07239504,0.011247695,0.006127618,0.012129144,1
0.35235372,0.56112266,0.06328124,0.009243913,0.0048712604,0.009127171,1
0.42402077,0.40561688,0.10695128,0.026164386,0.015021487,0.02222524,1
0.35167432,0.533563,0.0801443,0.013399088,0.007503806,0.013715445,1
0.43223515,0.4507514,0.07983558,0.015305105,0.0086338995,0.013238764,1
0.40987828,0.46457148,0.056811724,0.020935323,0.008493673,0.039309476,1
0.13401225,0.6566452,0.04548983,0.03758959,0.0065708333,0.11969235,1
0.30228725,0.3186012,0.080497496,0.09153583,0.083216384,0.12386185,1
0.24635851,0.4456255,0.110361665,0.06876479,0.042194396,0.08669509,1
0.40222183,0.48040587,0.08591913,0.012741503,0.005052792,0.0136588635,1
0.19026549,0.4866189,0.099714585,0.071676135,0.03646796,0.11525695,1
0.3537285,0.5038558,0.09725681,0.01758088,0.009359732,0.018218253,1
0.28528354,0.61077994,0.073360145,0.011287337,0.006133041,0.013155976,1
0.29634494,0.5962667,0.07560347,0.011809256,0.006453245,0.013522428,1
0.3979757,0.46643558,0.09229393,0.017188407,0.010667422,0.01543894,2
0.4104361,0.46357363,0.08794151,0.015442031,0.009174647,0.013432076,2
0.4191565,0.37543905,0.11861018,0.03554032,0.02088335,0.03037066,2
0.46603346,0.3472621,0.06371172,0.040105354,0.031155052,0.05173232,2
0.111401334,0.85396737,0.020013854,0.0033588326,0.0020614949,0.009197104,3
0.2098663,0.26995096,0.15155454,0.13417774,0.10070782,0.1337426,3
0.41445982,0.3183912,0.101834565,0.05138518,0.03986595,0.0740633,4
0.09239314,0.15499316,0.045266464,0.12370315,0.16114327,0.42250085,4
0.00017230597,0.011290019,9.2816124e-05,0.0011239162,0.0043021133,0.9830188,5
8.5168695e-06,0.0030454146,7.4768973e-06,0.00019002872,0.0011760069,0.99557257,5
0.027051581,0.6866147,0.024283363,0.054817796,0.01356715,0.19366546,5
0.011707254,0.036984414,0.0005264505,0.0055299466,0.035554532,0.9096974,5
0.0031858191,0.021443572,0.00020865344,0.002939829,0.021669803,0.9505523,5
0.0036260528,0.033670817,0.00029598182,0.0032203158,0.021571666,0.9376151,5
