prob_class_0,prob_class_1,true_label
0.9946682,0.0053318082,0
0.02601707,0.97398293,1
0.9878782,0.012121786,0
0.0087047815,0.9912952,1
0.99657536,0.0034246675,0
0.9970675,0.0029324929,0
8.9883804e-05,0.9999101,1
0.99681103,0.0031889766,0
0.67502093,0.32497907,0
0.001471281,0.9985287,1
0.0024197102,0.9975803,1
0.22366005,0.77633995,1
0.06738347,0.93261653,1
0.9966775,0.0033224593,0
0.9921843,0.007815737,0
0.94803965,0.051960353,0
0.99766946,0.0023305602,0
0.9322158,0.06778419,0
0.89278615,0.107213825,0
0.10814613,0.89185387,1
0.96823484,0.031765155,0
0.9879491,0.012050907,0
0.9981776,0.0018224126,0
0.00020068884,0.9997993,1
0.11004096,0.88995904,1
0.44005847,0.55994153,0
0.64658797,0.35341203,1
0.7541342,0.24586584,1
0.98814565,0.011854366,0
0.37556374,0.62443626,1
0.02196157,0.97803843,1
0.0014628172,0.9985372,1
0.31912023,0.6808798,0
0.9985128,0.0014871903,0
0.995,0.0049999827,0
0.9992772,0.00072283566,0
0.41433907,0.58566093,1
0.9588978,0.041102163,0
0.6468746,0.3531254,0
0.00038951635,0.9996105,1
0.89978236,0.10021766,0
0.35403746,0.64596254,1
0.3224308,0.6775692,1
8.785725e-05,0.99991214,0
0.02548498,0.974515,1
0.9907274,0.009272599,0
0.7801771,0.21982287,0
0.08346087,0.91653913,1
0.03265053,0.96734947,1
0.98095345,0.019046575,0
0.59285784,0.4071422,0
0.96361816,0.03638183,0
0.96331465,0.036685336,0
0.99951804,0.00048194366,0
0.89970016,0.10029981,0
0.00046551228,0.9995345,1
0.92222834,0.07777164,0
0.9780913,0.021908712,0
0.00047934055,0.99952066,1
0.961589,0.038411025,0
0.084653676,0.9153463,1
0.11921877,0.88078123,1
0.8859273,0.11407265,0
0.44563115,0.55436885,1
0.06716567,0.9328343,1
0.0013388395,0.99866116,1
0.5022571,0.49774286,0
0.00068700314,0.999313,1
0.04547566,0.95452434,1
0.40215778,0.5978422,0
0.019344568,0.98065543,1
0.9784936,0.021506429,0
0.9486564,0.0513436,0
0.017128587,0.9828714,0
0.9965983,0.0034017088,0
0.99788725,0.0021127246,1
0.9951625,0.004837532,0
0.00060522556,0.9993948,1
0.9649386,0.03506142,0
0.9923316,0.0076683485,0
0.083872974,0.916127,0
0.99465394,0.0053460873,0
0.97414273,0.025857292,0
0.49954832,0.5004517,1
0.010390639,0.98960936,1
0.31581885,0.68418115,1
0.0023636818,0.9976363,1
0.00046253204,0.99953747,1
0.0834741,0.9165259,1
0.97025704,0.029742979,0
0.0917837,0.9082163,1
0.0029240847,0.9970759,0
0.49236357,0.5076364,0
0.39356536,0.60643464,0
0.82419765,0.17580232,1
0.9859752,0.01402481,0
0.8902173,0.10978267,0
0.3706596,0.6293404,1
0.19573134,0.80426866,0
0.9590392,0.040960766,0
0.042063236,0.95793676,1
0.9994041,0.0005959535,0
0.96145374,0.038546264,1
0.9970648,0.0029351441,0
0.025084257,0.97491574,1
0.9213979,0.07860209,0
0.0010340214,0.998966,1
0.00030565262,0.99969435,1
0.998271,0.0017289954,0
0.7526216,0.24737841,1
0.9918669,0.008133137,0
0.0031632185,0.9968368,1
0.7610585,0.23894148,1
0.42401934,0.57598066,1
0.9930033,0.006996676,0
0.16767436,0.83232564,0
0.2739992,0.7260008,1
0.3016898,0.6983102,1
0.6990925,0.3009075,1
0.000101327896,0.9998987,1
0.004560411,0.9954396,1
0.64434224,0.35565776,0
0.77627057,0.22372943,1
0.0004878044,0.9995122,1
0.9953999,0.0046000974,0
0.00068211555,0.9993179,1
0.9872078,0.012792234,0
0.049950957,0.95004904,1
0.0035845041,0.9964155,1
0.99259394,0.007406063,0
0.99881697,0.0011830217,0
0.8950889,0.104911074,0
0.9988519,0.0011481259,0
0.132155,0.867845,0
0.6478895,0.3521105,0
0.19743663,0.80256337,0
0.01135689,0.9886431,1
0.04140109,0.9585989,1
0.96601886,0.033981163,0
0.12728012,0.8727199,1
0.9135726,0.08642741,0
0.9197772,0.08022277,0
0.98409975,0.015900228,0
0.9962091,0.0037909192,0
0.62633336,0.3736666,1
0.96392965,0.036070336,0
0.9962145,0.003785479,0
0.9962319,0.003768105,0
0.0013195872,0.9986804,1
0.00012910366,0.9998709,1
0.69044447,0.30955553,0
0.00042802095,0.999572,1
0.8085929,0.19140705,0
0.45246577,0.5475342,1
0.37282515,0.62717485,0
0.8775962,0.12240382,0
0.9202323,0.07976768,0
0.7286088,0.2713912,1
0.9540448,0.04595519,0
0.99856526,0.0014347462,0
0.9987043,0.0012957113,0
0.9974532,0.002546804,0
0.8452534,0.1547466,1
0.039696634,0.96030337,1
0.9931292,0.006870779,0
0.99767935,0.0023206242,0
0.0010519624,0.99894804,1
0.8708135,0.12918648,1
0.91619384,0.083806135,1
0.0060784817,0.9939215,1
0.006240189,0.9937598,1
0.7524116,0.24758843,0
0.17298162,0.8270184,1
0.997675,0.0023250044,0
0.62312376,0.37687624,0
0.9737181,0.026281903,0
0.33161002,0.66839,1
0.12361044,0.87638956,0
0.81305367,0.18694635,0
0.9986082,0.0013918179,0
0.056450784,0.9435492,1
0.08163726,0.91836274,0
0.9845353,0.0154647445,1
0.94647574,0.05352426,0
