prob_class_0,prob_class_1,prob_class_2,true_label
0.98304605,0.010420298,0.0065336204,0
0.9816564,0.011274426,0.007069162,0
0.98259383,0.010875554,0.006530615,0
0.9819963,0.011156728,0.006846958,0
0.98280656,0.010661368,0.006532029,0
0.98304605,0.010420298,0.0065336204,0
0.981215,0.011535221,0.0072497576,0
0.97202545,0.0187861,0.009188473,0
0.9803478,0.012616247,0.007035912,0
0.9808714,0.012089018,0.0070396694,0
0.010169739,0.9712921,0.018538198,1
0.008644899,0.9829349,0.008420225,1
0.015237058,0.9372475,0.047515433,1
0.030864267,0.7251943,0.24394141,1
0.008904033,0.9819854,0.009110611,1
0.008136496,0.9823323,0.009531148,1
0.010793079,0.97571063,0.013496303,1
0.01734467,0.9159223,0.06673302,1
0.15623634,0.6563623,0.18740137,1
0.017589139,0.9209729,0.06143801,1
0.0067794803,0.00959429,0.9836262,2
0.007817368,0.012424355,0.97975826,2
0.0067776805,0.009857297,0.983365,2
0.0067801713,0.009493465,0.98372644,2
0.00824978,0.014177505,0.9775727,2
0.0067754406,0.010184468,0.98304003,2
0.015553743,0.04153252,0.9429137,2
0.0067797005,0.009562141,0.98365813,2
0.0067794803,0.00959429,0.9836262,2
0.006778956,0.0096710175,0.9835501,2
