prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,true_label
0.094711035,0.88651925,8.1123557e-07,4.7481376e-20,0.018714262,1.0163016e-09,5.45262e-05,4
0.11806139,0.8580586,1.2515874e-06,1.0967641e-19,0.023813931,2.3571303e-09,6.4803324e-05,4
0.2081084,0.763213,1.8757862e-06,4.8723705e-21,0.028674731,3.556705e-08,1.9935485e-06,4
0.21272448,0.75938344,1.7286854e-06,4.130718e-21,0.027888611,3.4269583e-08,1.8422007e-06,4
0.12113296,0.86908215,2.9600415e-08,6.368285e-26,0.009675979,5.8398786e-11,0.00010884754,1
0.21727741,0.7545043,1.6971537e-06,3.86036e-21,0.028214717,3.4124618e-08,1.8613651e-06,4
0.22399227,0.74649227,1.7310888e-06,4.2855892e-21,0.029511524,3.3880433e-08,2.2047407e-06,4
0.22105266,0.7498671,1.7278459e-06,3.971747e-21,0.029076548,3.4375063e-08,2.012488e-06,4
0.2746312,0.7151699,1.0551133e-08,2.8455894e-28,0.01011887,1.2163044e-10,7.9959296e-05,1
0.24121271,0.7412747,1.742424e-07,2.1117602e-22,0.017484901,1.0086222e-09,2.7507029e-05,0
0.104218856,0.88275445,4.3367498e-07,9.869324e-21,0.013012337,9.853354e-10,1.3965657e-05,1
0.24763696,0.7238001,1.377339e-06,2.5261005e-21,0.028559618,3.0753565e-08,1.9171066e-06,4
0.23623429,0.73341745,1.6486663e-06,3.824745e-21,0.030344231,3.3074876e-08,2.3551327e-06,4
0.21365754,0.75860745,1.6986091e-06,3.7282638e-21,0.027731681,3.4437324e-08,1.7305294e-06,4
0.18585806,0.78512704,2.3142434e-06,7.583438e-21,0.029010566,3.9190805e-08,2.1018902e-06,4
0.22392324,0.74842125,1.5571875e-06,2.845929e-21,0.02765241,3.3616775e-08,1.6047238e-06,4
0.22666074,0.74568725,1.5240375e-06,2.6808318e-21,0.027648916,3.3367783e-08,1.5854965e-06,4
0.13811067,0.8490793,6.638925e-08,2.8296334e-24,0.012721094,1.2575015e-10,8.884554e-05,1
0.6042468,0.38926476,1.7414589e-09,2.5900445e-31,0.0064797197,2.7114178e-10,8.814468e-06,1
0.12299301,0.8468215,9.665093e-07,3.9529478e-20,0.030024938,9.250405e-10,0.00015945292,1
0.11726501,0.8682061,1.4312745e-07,6.9247435e-23,0.014453006,1.942534e-10,7.580207e-05,0
0.109585054,0.8748255,1.5605586e-07,4.377857e-23,0.015497285,1.8823308e-10,9.207231e-05,1
0.10906662,0.8700118,6.129937e-07,1.5361101e-20,0.020844236,6.9608125e-10,7.663086e-05,1
0.22164114,0.7495153,1.6956029e-06,3.5308746e-21,0.028840018,3.4613297e-08,1.8611086e-06,1
0.22072807,0.77310085,1.8213386e-09,4.4307277e-32,0.005983596,2.4822132e-11,0.00018746126,1
0.18452403,0.80299044,3.979416e-08,1.4678975e-25,0.012382872,1.603843e-10,0.00010266829,0
0.27825826,0.7167619,5.8478156e-10,2.0569174e-34,0.0048090927,1.6733346e-11,0.00017071581,1
0.41769406,0.5792914,4.609663e-11,2.511511e-39,0.0028979725,4.852714e-12,0.00011647106,1
0.10740011,0.8760567,3.0482704e-07,1.6805028e-21,0.016477061,3.537649e-10,6.575467e-05,1
0.31925386,0.6534391,8.031912e-07,6.584214e-22,0.02730491,2.4679538e-08,1.4355608e-06,1
0.2946167,0.7001032,7.222988e-10,5.9565086e-34,0.005136142,2.1955366e-11,0.00014393446,1
0.09975836,0.88743293,1.5095114e-07,3.766356e-22,0.01278567,1.3150761e-10,2.2960452e-05,1
0.087124854,0.88276744,2.5631175e-06,3.1435316e-19,0.029992051,2.8618996e-09,0.00011309184,1
0.394577,0.60070574,3.2929434e-10,2.425159e-35,0.0046283016,1.9795514e-11,8.8935994e-05,0
0.13706808,0.85050297,6.4561966e-08,2.4645517e-24,0.012345046,1.2860248e-10,8.377595e-05,1
0.28088608,0.69315773,9.398075e-07,8.890149e-22,0.02595398,2.7041464e-08,1.2181885e-06,1
0.21552137,0.78220224,2.8599114e-11,7.3166e-41,0.0018804604,1.5966539e-12,0.00039590697,1
0.36819512,0.6302857,3.0610378e-14,0.0,0.0003242898,7.555463e-14,0.0011949956,1
0.19860531,0.7909101,1.4866718e-08,9.950761e-28,0.010312265,8.5313694e-11,0.00017221045,0
0.34117672,0.6353822,5.5254407e-07,2.2968446e-22,0.023439793,2.198819e-08,7.6874636e-07,1
0.2248346,0.74863297,1.447641e-06,2.444676e-21,0.026529638,3.2596873e-08,1.4244148e-06,1
0.17729793,0.8132792,1.285404e-08,4.9364473e-28,0.009246583,6.8750575e-11,0.0001763666,1
0.2042725,0.790761,8.078022e-10,8.53246e-34,0.0047170874,1.2247244e-11,0.00024943467,0
0.5682939,0.43030348,2.6510112e-16,0.0,9.336222e-05,1.1136597e-14,0.0013092734,0
0.104218856,0.88275445,4.3367498e-07,9.869324e-21,0.013012337,9.853354e-10,1.3965657e-05,1
0.45368826,0.5449753,8.280156e-15,0.0,0.00023992361,5.0242213e-14,0.0010965136,0
0.28116542,0.71561474,9.690587e-11,2.9881608e-38,0.0029629597,5.2910545e-12,0.00025689727,0
0.10913799,0.8819017,1.3950994e-07,2.4481885e-22,0.008957301,3.8205128e-10,2.9889306e-06,1
0.3875093,0.60933536,7.255652e-11,1.0019105e-38,0.0030006452,8.148865e-12,0.00015470345,0
0.1752591,0.8156887,1.18564785e-08,3.7710341e-28,0.008895902,6.392584e-11,0.00015632727,1
0.6239654,0.37167242,2.454327e-18,0.0,2.5667729e-05,8.955638e-16,0.0043365676,0
0.17165639,0.8108696,1.4594696e-07,3.60522e-23,0.017305695,4.1199963e-10,0.00016807359,1
0.43069687,0.5644871,3.589273e-10,4.2039062e-35,0.0047484287,2.6641217e-11,6.765167e-05,0
0.7115497,0.2778007,2.7750808e-20,0.0,7.3108936e-06,7.780158e-17,0.010642381,0
0.104218856,0.88275445,4.3367498e-07,9.869324e-21,0.013012337,9.853354e-10,1.3965657e-05,1
0.8239653,0.17327116,9.343741e-22,0.0,2.2621787e-06,2.0290886e-17,0.002761241,0
0.22719064,0.76438373,1.163094e-08,1.2619991e-27,0.00840261,1.0291173e-10,2.293492e-05,1
0.8244437,0.16550565,1.8509945e-22,0.0,1.5692319e-06,7.155101e-18,0.010049178,0
0.24095945,0.7538228,8.071767e-10,9.005319e-34,0.0050153513,1.6039878e-11,0.00020242721,1
0.8866064,0.11302695,9.189335e-23,0.0,9.161671e-07,8.345489e-18,0.00036573244,0
0.17184338,0.8199793,7.419206e-09,3.5144695e-29,0.007968051,4.347867e-11,0.00020926705,1
0.36152336,0.62834793,1.1917034e-08,1.7899242e-27,0.010114904,2.3184936e-10,1.3794404e-05,1
0.17746717,0.81613123,3.1265976e-09,7.944265e-31,0.0062432038,2.4445711e-11,0.00015842948,1
0.28767294,0.7079625,3.3974804e-10,1.4375531e-35,0.0041814027,1.2624625e-11,0.00018325429,1
0.16988817,0.82037425,1.763274e-08,3.8140254e-27,0.009633149,7.470694e-11,0.00010443588,1
0.29196912,0.7028708,6.656622e-10,3.938367e-34,0.005010593,2.0491114e-11,0.0001496015,0
0.91056657,0.08775013,5.7133246e-25,0.0,2.3659312e-07,3.959857e-19,0.0016831824,0
0.30761632,0.68264526,1.3131552e-08,2.5081861e-27,0.00972231,1.8894274e-10,1.6086284e-05,1
0.506191,0.49278015,4.007552e-14,0.0,0.00037300427,1.9472896e-13,0.0006557758,0
0.04200653,0.9075224,1.4786889e-05,2.5964848e-18,0.050209638,6.262192e-09,0.00024650316,1
0.18855958,0.80634934,1.1650932e-09,6.2943344e-33,0.0049036876,1.39992766e-11,0.00018733597,1
0.20182961,0.7940716,4.627378e-10,7.241738e-35,0.0038984707,8.520755e-12,0.00020027121,0
0.1313916,0.8577329,3.5079513e-08,5.282639e-26,0.010652397,9.226407e-11,0.0002231283,1
0.75504345,0.24217406,5.4150264e-11,8.948255e-38,0.0027590552,4.6715184e-11,2.353198e-05,0
0.8183315,0.17372534,2.7292997e-22,0.0,1.6994845e-06,8.69558e-18,0.007941429,0
0.19668895,0.7946846,7.858606e-09,4.8414238e-29,0.008458348,5.6881284e-11,0.00016815113,0
0.69100523,0.30807155,4.9333055e-17,0.0,5.6592915e-05,7.5951776e-15,0.00086654566,0
0.20379308,0.79078734,1.3507243e-09,1.167192e-32,0.00524094,1.8207399e-11,0.00017870207,1
0.20721479,0.78569406,3.6228653e-09,1.2557366e-30,0.006928411,3.6812615e-11,0.0001627808,1
0.1930827,0.79993963,3.9633647e-09,2.269014e-30,0.0068322173,3.4376134e-11,0.00014541547,1
0.14067292,0.85122097,1.0443448e-08,2.5222819e-28,0.00792868,3.8744e-11,0.00017737414,1
0.13281304,0.85060173,1.808217e-07,1.210135e-22,0.016497204,3.0168146e-10,8.782791e-05,0
0.22485258,0.77014804,7.600796e-10,6.416948e-34,0.004778817,1.4054154e-11,0.0002205479,1
0.19981457,0.7892813,1.9087066e-08,3.5250874e-27,0.010764958,1.0803853e-10,0.0001391501,1
0.14499892,0.84680474,8.3101686e-09,8.429316e-29,0.008051981,2.8694012e-11,0.0001443439,1
0.17748585,0.8084221,7.3881125e-08,3.018502e-24,0.014009397,2.4539815e-10,8.245412e-05,1
0.6770365,0.32146597,4.676618e-16,0.0,0.000115271505,2.4735712e-14,0.0013822098,0
0.18175294,0.81345254,8.661232e-10,1.2625008e-33,0.0045416686,1.0777997e-11,0.00025294628,1
0.13227521,0.8534553,1.218203e-07,4.8759382e-23,0.014192554,2.0121323e-10,7.6830715e-05,1
0.6322332,0.36611643,3.2407574e-15,0.0,0.00020506147,6.590853e-14,0.0014453223,0
0.38566136,0.61199415,2.5007456e-11,2.7383e-41,0.002100312,5.73333e-12,0.00024418952,1
0.05644321,0.8418572,2.5441977e-05,5.187951e-18,0.10033367,7.434025e-09,0.0013403823,4
0.8052361,0.1945255,1.06734715e-14,0.0,0.0002183067,1.2813498e-13,2.0197243e-05,0
0.3553484,0.6389164,6.80164e-10,1.6365633e-34,0.005453373,3.8992334e-11,0.0002817851,0
0.059101928,0.87846905,1.46573975e-05,3.3588382e-18,0.062001318,7.843994e-09,0.0004130563,4
0.13113765,0.8418997,1.2819927e-06,1.0657619e-19,0.0268766,2.4052234e-09,8.4673484e-05,4
0.21003033,0.7807566,1.3172005e-08,1.0378892e-27,0.009149395,9.744797e-11,6.3664746e-05,1
0.14420457,0.8397292,1.9214414e-07,3.2684443e-22,0.015997734,3.7467696e-10,6.8350404e-05,1
0.22875763,0.7626057,6.6828467e-09,2.4518167e-29,0.008503839,6.546199e-11,0.00013276382,1
0.20786601,0.78179306,1.4303464e-08,8.60269e-28,0.010193333,9.3205964e-11,0.00014765868,1
0.25785664,0.7260201,8.180158e-08,5.030662e-24,0.016075013,5.389323e-10,4.8147893e-05,1
0.19416332,0.80193645,3.523455e-10,1.6150467e-35,0.003629351,6.6686075e-12,0.0002708317,1
0.033112045,0.8512726,6.5414955e-05,1.6346902e-17,0.11418684,1.1992689e-08,0.0013630046,1
