prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,true_label
0.46066993,0.34220028,0.09751893,0.025537089,0.04096527,0.033108503,0
0.3417181,0.43002564,0.072103396,0.043949768,0.033577867,0.07862519,0
0.4920478,0.34671772,0.084106945,0.018469753,0.03237722,0.026280507,0
0.37252578,0.40414882,0.08555464,0.041143976,0.038195997,0.05843078,0
0.33426794,0.45422956,0.08326616,0.046689738,0.033631824,0.047914818,0
0.5201084,0.32936263,0.07976236,0.015234032,0.031158507,0.024374172,0
0.48782644,0.34858412,0.09344544,0.01872817,0.031897675,0.019518211,0
0.49203026,0.34525374,0.08494169,0.018535959,0.032790102,0.026448235,0
0.46827734,0.3781838,0.07577425,0.01891737,0.030103039,0.028744133,0
0.4962028,0.3443572,0.08300957,0.01760316,0.03247418,0.026353143,0
0.27523345,0.36195377,0.0542206,0.06966318,0.03234282,0.20658612,0
0.51896566,0.32575268,0.08652137,0.016845066,0.03141739,0.020497765,0
0.5098775,0.3288152,0.08743694,0.017422473,0.03291665,0.023531256,0
0.4370022,0.33462718,0.11055552,0.03200685,0.04818354,0.03762454,0
0.42891777,0.38911617,0.0877977,0.023607582,0.03660468,0.03395605,1
0.46756718,0.37259695,0.089348,0.018394578,0.031248024,0.0208452,1
0.37695488,0.37342808,0.08542052,0.03531112,0.050306708,0.07857865,1
0.48543546,0.3749459,0.08008814,0.0144314915,0.027026694,0.018072322,1
0.34975493,0.43869686,0.0805126,0.04286729,0.03276552,0.05540274,1
0.5581186,0.30252448,0.07908945,0.012380146,0.029216351,0.018670987,1
0.02699571,0.25455904,0.010437991,0.1383731,0.008826831,0.56080735,1
0.43187496,0.3692468,0.10087505,0.027404375,0.040246688,0.030352078,1
0.4235142,0.37810004,0.106399156,0.028931882,0.037983727,0.025071096,1
0.3064483,0.4916111,0.09983671,0.044907715,0.031819347,0.025376774,1
0.38631922,0.4251321,0.10175311,0.030264875,0.034191605,0.022339106,1
0.5010775,0.3450681,0.08631778,0.01634744,0.030279195,0.02090999,1
0.3499076,0.3970671,0.0973886,0.044808052,0.048339445,0.06248923,1
0.4430878,0.3547347,0.08799311,0.031276166,0.038184278,0.044723976,1
0.4157227,0.3484093,0.09555963,0.03795397,0.045165192,0.05718924,1
0.3617189,0.4147348,0.09483083,0.039922103,0.04116167,0.047631636,2
0.5181397,0.3341541,0.083655365,0.014712096,0.029452926,0.019885778,2
0.46729392,0.36951038,0.09400168,0.019885527,0.030656755,0.018651761,2
0.36577854,0.3749208,0.08427957,0.052672353,0.03890356,0.08344516,2
0.16667946,0.4626555,0.07689073,0.11203674,0.043029726,0.1387078,3
0.20128156,0.45366937,0.09178946,0.09594771,0.051784337,0.10552762,3
0.18409577,0.48771748,0.060670245,0.06892786,0.04427603,0.15431261,4
0.13480946,0.3502443,0.021112347,0.07097616,0.015971275,0.40688646,4
0.1724259,0.4071675,0.022961771,0.06430742,0.013460367,0.31967708,5
0.13651219,0.2577071,0.046231627,0.09853005,0.043075554,0.41794348,5
0.14420618,0.25803122,0.037994705,0.08698023,0.03342823,0.4393595,5
0.1213183,0.2322008,0.042986922,0.09326879,0.04572091,0.46450433,5
0.10097621,0.20076062,0.0317403,0.07196289,0.03882564,0.5557344,5
0.10374199,0.20396441,0.039971314,0.09453394,0.045888305,0.51190007,5
