prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,prob_class_15,prob_class_16,prob_class_17,prob_class_18,true_label
1.4363555e-12,1.67849e-14,1.7981742e-12,7.7489415e-13,1.0465681e-11,4.6459673e-13,3.942637e-12,4.7583235e-12,2.6704347e-20,2.0161975e-11,1.1887195e-13,2.7050407e-14,1.3753763e-10,1.9629886e-19,1.8364161e-15,1.2006548e-06,1.6317171e-15,0.9999974,1.4520058e-06,17
0.030248143,0.0012816816,0.0013907806,3.2392392e-05,6.448834e-08,4.4039913e-05,0.00012331996,0.04516019,0.013739484,0.01081489,0.0009946027,0.00012412382,8.033533e-07,0.07113132,0.8248638,3.1732268e-06,8.737863e-06,3.265473e-05,5.866894e-06,14
0.72377056,0.073625565,0.1663574,2.2958181e-06,2.1824636e-07,3.3680735e-05,4.5448513e-05,0.002280366,5.682779e-06,0.033038825,2.0733483e-05,1.3837088e-06,5.185207e-09,6.431497e-06,0.00036036765,7.8303035e-09,0.0004361807,1.4725368e-05,3.525971e-08,0
1.958512e-08,6.0295642e-06,4.670461e-10,0.0002591669,0.999534,2.4091212e-06,2.7863582e-08,1.2399946e-06,6.536095e-05,1.1490271e-07,6.291618e-06,4.5951065e-10,9.8019176e-05,1.4574768e-07,2.1099648e-07,1.3975491e-11,4.755098e-10,8.571263e-09,2.6903039e-05,4
0.0211101,0.008758075,0.02981675,3.8652695e-07,0.0047915196,1.4493121e-08,2.0085729e-09,5.522328e-06,0.011679166,0.30032888,0.6193253,2.5871445e-12,1.3285235e-08,1.28149395e-05,0.004138943,4.989059e-12,1.257626e-07,2.0574096e-05,1.1847215e-05,10
2.8886186e-07,0.00035942858,8.9781935e-08,0.98042583,0.011706641,0.005219757,4.9991934e-07,0.0018319192,7.422921e-05,3.0987827e-08,3.794702e-08,3.1065335e-07,0.00022994688,1.8651265e-07,1.4341748e-07,2.5185861e-06,1.4981933e-06,2.7238343e-07,0.0001463605,3
0.7502655,0.22095779,0.010225595,6.6523826e-06,6.4071564e-06,0.0009010061,0.0035046071,8.937297e-05,5.5989137e-08,0.009651945,7.965201e-06,0.0041092713,1.3288622e-08,3.555231e-07,0.00025400522,1.4531627e-10,1.8179051e-05,1.3664983e-06,1.894257e-08,0
2.116092e-16,1.7204398e-12,7.748126e-20,6.897592e-05,0.0009044774,0.00087205507,7.673649e-05,2.1313872e-05,2.449909e-06,1.9124966e-15,2.759495e-15,9.172299e-06,0.9977582,0.00016314328,1.4216054e-14,7.167677e-05,1.04987464e-07,1.4969579e-12,5.1674815e-05,12
0.048178077,0.011369681,0.00010699671,1.4223613e-05,1.1101971e-05,0.0071933502,0.8469419,0.0014746486,2.3941134e-09,0.0006111925,2.0842973e-07,0.08390372,7.1126983e-06,3.5867617e-07,1.358164e-05,1.645647e-08,0.00015851471,1.5115938e-05,3.1993252e-08,6
0.08967989,0.08869609,0.81027144,0.00014216568,8.058825e-07,1.5931197e-05,5.9542167e-08,0.0031800633,0.00023716538,0.0071837804,5.1918032e-05,3.751553e-09,3.3550922e-09,1.8605809e-06,0.0001970683,2.6915563e-07,0.00028243003,5.7700974e-05,1.3284792e-06,2
0.05529927,0.065456994,2.15863e-05,3.0775716e-06,3.3629295e-08,0.010240613,0.010624141,1.4857271e-05,5.1001068e-11,3.1227304e-05,6.637488e-10,0.8583053,8.9893766e-11,5.0468127e-09,2.6773262e-06,1.172468e-12,2.484096e-07,8.570254e-10,1.0067355e-10,11
0.6286003,0.059067387,0.092034474,1.6722228e-06,1.5465539e-05,1.1728772e-05,3.183641e-05,0.00061406713,0.000101544676,0.21382806,0.0017565413,6.5839487e-07,3.911304e-08,5.3272754e-05,0.0037863215,1.8963922e-09,5.2921936e-05,4.298176e-05,7.1383755e-07,9
