prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,true_label
0.43952066,0.36237752,0.11116864,0.027192308,0.034715053,0.025025846,0
0.46101978,0.364136,0.10722577,0.02150938,0.027448766,0.018660234,0
0.36385056,0.41355857,0.083011046,0.03888348,0.038617462,0.06207875,0
0.4676131,0.36436278,0.107294455,0.019062616,0.02572397,0.015943123,0
0.48113853,0.3534523,0.108500406,0.017687075,0.024206307,0.015015414,0
0.4843217,0.35199386,0.10801349,0.017142875,0.023786236,0.014741913,0
0.317593,0.42897528,0.07463688,0.04927208,0.042481862,0.08704085,0
0.43030947,0.35491258,0.100997135,0.032104902,0.036500532,0.045175463,0
0.46024564,0.34528393,0.10826951,0.025025865,0.032103233,0.029071862,0
0.4715332,0.3628298,0.106421754,0.018302629,0.025234383,0.01567822,0
0.4537289,0.37382826,0.107629746,0.02179407,0.02647717,0.01654185,0
0.45895678,0.35787177,0.10666932,0.024196593,0.028404249,0.02390136,0
0.44252107,0.3454865,0.09165995,0.027271735,0.042953026,0.050107695,0
0.45131683,0.32341135,0.098597564,0.029179381,0.04295693,0.054537907,0
0.37863654,0.40381327,0.09820396,0.03710866,0.040764038,0.041473575,1
0.43858764,0.3887784,0.100483865,0.022347774,0.02938164,0.020420695,1
0.45219764,0.38068476,0.10267297,0.01991566,0.027142307,0.017386638,1
0.38628733,0.36900845,0.0879933,0.037253976,0.045970283,0.073486716,1
0.39359903,0.41696712,0.09813899,0.031006997,0.0325572,0.027730573,1
0.31190407,0.38028523,0.089702584,0.06310637,0.059805173,0.09519651,1
0.4469518,0.35126904,0.10981649,0.02777746,0.034084164,0.030101018,1
0.40990803,0.38004318,0.104926005,0.033908516,0.038144626,0.03306967,1
0.4288461,0.33994743,0.10413278,0.034371898,0.04159721,0.051104568,1
0.34699434,0.3886157,0.08636347,0.05000576,0.044988707,0.08303211,1
0.32871196,0.420029,0.07967543,0.05072692,0.044227988,0.07662856,1
0.16778731,0.50019455,0.03741326,0.084791,0.0450783,0.16473563,1
0.39135587,0.37575066,0.10752832,0.03996025,0.042049598,0.04335532,1
0.39470467,0.4207723,0.089493535,0.029207818,0.033857808,0.031963825,1
0.38427508,0.40130547,0.09491739,0.03768178,0.036353722,0.04546656,1
0.45703447,0.3659289,0.11347407,0.0216869,0.027218245,0.01465737,2
0.44510087,0.34931064,0.10011482,0.026974613,0.039515782,0.0389832,2
0.45469254,0.345925,0.114667624,0.025021281,0.034340244,0.025353404,2
0.1499247,0.45376164,0.054749843,0.15517935,0.054701537,0.13168295,3
0.16705865,0.40553632,0.06921115,0.14746994,0.07936514,0.13135882,3
0.10290921,0.5075783,0.03317817,0.15462635,0.03453139,0.16717657,3
0.40154827,0.3513646,0.10714084,0.037056435,0.050830565,0.052059356,4
0.17507185,0.37118712,0.03467878,0.073690616,0.07456355,0.270808,4
0.048392948,0.14886442,0.01134071,0.0810939,0.058472395,0.6518356,5
0.044525445,0.16567306,0.009663079,0.07291011,0.04611207,0.66111624,5
0.015708027,0.054978766,0.0029112971,0.041652154,0.037381377,0.84736836,5
0.011147164,0.10392976,0.002489098,0.07930095,0.020529617,0.78260344,5
0.022156378,0.10204955,0.005845877,0.080676466,0.04071643,0.74855524,5
