prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,true_label
0.46997437,0.3595301,0.098087214,0.022815537,0.028072966,0.02151986,0
0.4738704,0.3602412,0.09835278,0.023209687,0.025782036,0.01854387,0
0.24639212,0.5184413,0.07034024,0.052602507,0.0384214,0.07380246,0
0.47462377,0.35835278,0.09629723,0.02421937,0.02668547,0.019821344,0
0.43808618,0.40142447,0.089147,0.02284219,0.024668058,0.023832066,0
0.27132145,0.5044991,0.0747121,0.04807811,0.037581954,0.0638073,0
0.47515446,0.3784394,0.08995652,0.020022305,0.020711757,0.015715517,0
0.4773618,0.35623503,0.09679909,0.020736683,0.027393438,0.021473886,0
0.4819222,0.3687405,0.09070501,0.020953877,0.021558773,0.016119588,0
0.45371196,0.32770702,0.1004329,0.034103002,0.04487885,0.039166182,0
0.47404778,0.3549596,0.09999402,0.021751156,0.027861338,0.02138621,0
0.430443,0.31905186,0.104027025,0.041120484,0.055255372,0.05010231,0
0.39528102,0.38296306,0.08664163,0.041204095,0.040895775,0.053014383,0
0.40062398,0.38090953,0.087649055,0.039892044,0.040155627,0.05076985,0
0.31853437,0.36451942,0.103760265,0.06477789,0.06339137,0.08501672,1
0.3870577,0.41176093,0.096475914,0.03482554,0.034889568,0.03499039,1
0.3883597,0.3762725,0.09647786,0.045332696,0.042384755,0.051172506,1
0.18123497,0.37824655,0.08174279,0.106767654,0.08896438,0.16304372,1
0.41297752,0.39709908,0.09465059,0.031146448,0.030740682,0.03338575,1
0.37494773,0.41755164,0.08597154,0.038355067,0.035662662,0.047511443,1
0.4561996,0.3596067,0.10145117,0.026617879,0.031647794,0.024476891,1
0.35306644,0.4187803,0.09540039,0.043994363,0.04026848,0.048490074,1
0.26327837,0.428298,0.086086445,0.060553305,0.06346162,0.09832217,1
0.15835188,0.4402183,0.06566729,0.10325803,0.071062826,0.16144177,1
0.17787257,0.34895614,0.07084354,0.10660096,0.09730302,0.19842371,1
0.38555387,0.40753552,0.09184622,0.037353095,0.034481544,0.04322974,1
0.45896947,0.37367922,0.09169673,0.024712458,0.02578426,0.025157858,1
0.25591248,0.52728486,0.07182091,0.048597675,0.03254944,0.06383468,1
0.4163305,0.3980501,0.09269478,0.029009817,0.031015422,0.032899324,1
0.38168156,0.4204008,0.09457993,0.034919288,0.033117175,0.03530116,1
0.47383067,0.33098197,0.10738335,0.02854465,0.03422403,0.025035389,2
0.46932417,0.34128657,0.10303185,0.028849853,0.03212224,0.025385363,2
0.43810672,0.31624374,0.1055438,0.039975014,0.05376023,0.046370454,2
0.13531767,0.37585434,0.0594334,0.15487976,0.07492068,0.19959423,3
0.0012895222,0.12176799,0.0006288358,0.28397387,0.0075690397,0.58477074,3
0.044231232,0.57963204,0.017085526,0.112333074,0.024446692,0.22227134,3
0.4294333,0.3676578,0.10498554,0.028875967,0.036913563,0.032133818,4
0.03734744,0.24940795,0.018685695,0.13523084,0.0530882,0.50623983,5
0.05987883,0.26143,0.03055718,0.13165735,0.0763001,0.44017658,5
0.049119767,0.23003787,0.026519842,0.120953076,0.0754689,0.49790052,5
0.049250387,0.25752205,0.027205234,0.12032165,0.0724258,0.4732749,5
0.044794682,0.2763291,0.023279602,0.14670387,0.06453695,0.4443558,5
0.037792187,0.23697583,0.020019416,0.13466156,0.060799267,0.50975174,5
