prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,true_label
0.86913514,0.009986854,0.115732595,0.00033356168,0.002774629,0.0020372442,0
0.49455643,0.38609016,0.11145318,0.0018126724,0.0011005449,0.004986977,0
0.052281756,0.87615186,0.06374164,0.0021340903,0.00061946415,0.005071184,0
0.9097529,0.0061503206,0.0796359,0.00031310593,0.0024567929,0.0016909511,0
0.64839524,0.21819504,0.12703046,0.00090285344,0.00089624437,0.0045801755,0
0.9152083,0.0069279624,0.07351882,0.0003108918,0.0024987662,0.0015352468,0
0.82388175,0.014704377,0.15662152,0.00044216617,0.0007491694,0.0036010682,0
0.029288929,0.92243546,0.03963167,0.0012997715,0.0006908975,0.0066532153,0
0.8610366,0.0100677665,0.1170443,0.0005772063,0.009411359,0.0018626683,0
0.8293465,0.008798219,0.15385385,0.00064501324,0.004570927,0.002785425,0
0.74259263,0.0133868735,0.18596049,0.0018381367,0.052227106,0.0039948197,0
0.8573836,0.009737394,0.10724585,0.000705867,0.023030085,0.0018972788,0
0.86534184,0.018020298,0.11285297,0.00037270988,0.0017411312,0.0016711289,0
0.8613406,0.021233974,0.11377506,0.0003614181,0.0015304857,0.0017584916,0
0.0013821407,0.9906437,0.002755271,0.0016555719,0.00092668866,0.002636735,1
0.004573452,0.9843119,0.006470362,0.001192525,0.0006717886,0.0027800603,1
0.45124856,0.22924587,0.30836204,0.0018123213,0.0008292298,0.0085020205,1
0.041660935,0.86396456,0.0836098,0.0048078066,0.00079377537,0.005163122,1
0.0016750171,0.9900917,0.0028038712,0.002250484,0.00091534015,0.0022636421,1
0.033584483,0.9228675,0.03732496,0.001794672,0.00062525104,0.0038030818,1
0.89104193,0.014379076,0.09025862,0.000372578,0.0024932052,0.0014545886,1
0.03147805,0.91398776,0.041309714,0.0015747601,0.0011217324,0.010527994,1
0.0016119963,0.027036035,0.009673958,0.95801604,0.0024873747,0.0011745914,1
0.002059971,0.98575056,0.003729796,0.0035441527,0.0013217122,0.0035938744,1
0.4769691,0.40725926,0.10793547,0.0018180722,0.0011097994,0.0049083456,1
0.0023979598,0.9798957,0.0058175195,0.0086246235,0.001144048,0.0021201363,1
0.024750318,0.94108987,0.027196819,0.001301017,0.0006215708,0.0050402745,1
0.004063005,0.98754764,0.0037407854,0.0010910612,0.0007855696,0.002771795,1
0.008936852,0.9792746,0.0068506557,0.0009885088,0.00066959375,0.0032797677,1
0.8133494,0.008002087,0.15673396,0.0009991567,0.017651377,0.0032638905,2
0.5905305,0.07505484,0.32559004,0.0017040819,0.0006709818,0.006449432,2
0.10215048,0.73810387,0.14885163,0.0025050263,0.0007997063,0.0075893314,2
0.20043887,0.7109844,0.07569068,0.0010790674,0.0024347117,0.009372271,2
0.00030987166,0.004774196,0.003251654,0.18169047,0.0135744,0.7963994,3
0.0007539927,0.007767976,0.003274875,0.94788545,0.01084398,0.029473722,3
0.0076139355,0.008887973,0.007617545,0.0031858664,0.924527,0.048167717,4
0.0015474308,0.009488784,0.004130565,0.008858348,0.48974878,0.48622608,4
6.393161e-05,0.0010953178,0.0004354997,0.009438641,0.011854797,0.9771119,5
6.1141334e-05,0.00073332485,0.0003937165,0.009258446,0.011089007,0.97846437,5
0.0007878941,0.00603447,0.0048223254,0.9843114,0.0020632544,0.001980539,5
5.046315e-05,0.0009595696,0.00034023408,0.0022849482,0.012321881,0.98404294,5
4.6088524e-05,0.0008051227,0.00031901928,0.0023514575,0.010325545,0.98615277,5
4.6501325e-05,0.00077907427,0.00031531646,0.0024010143,0.01048394,0.98597413,5
