prob_class_0,prob_class_1,prob_class_2,true_label
0.9870064,0.0071544033,0.005839184,0
0.98436314,0.010013064,0.005623809,0
0.9887362,0.006375006,0.004888693,0
0.9539346,0.015707906,0.030357575,0
0.91910046,0.053645432,0.027254084,0
0.94118553,0.04056032,0.01825412,0
0.8415801,0.11348336,0.04493654,0
0.88156354,0.06577573,0.052660644,0
0.9391706,0.04324688,0.017582586,0
0.8886952,0.068617485,0.042687356,0
0.011594324,0.9446773,0.04372832,1
0.011377461,0.9702866,0.018335894,1
0.034578204,0.9315078,0.03391397,1
0.008164807,0.97462195,0.017213257,1
0.0655576,0.89727616,0.037166275,1
0.019721877,0.93244076,0.047837354,1
0.0073126173,0.9639914,0.028695999,1
0.039189454,0.91041553,0.05039507,1
0.008699382,0.97184867,0.01945189,1
0.05435102,0.9137085,0.0319405,1
0.0013732688,0.0021391187,0.9964876,2
0.034014978,0.054391224,0.9115938,2
0.08820769,0.13221699,0.77957535,2
0.01704036,0.06279489,0.9201647,2
8.9510824e-05,0.00013101258,0.9997795,2
0.0012015314,0.0008406573,0.9979578,2
0.007879805,0.010223589,0.98189664,2
0.033192683,0.15534581,0.8114615,2
0.025967913,0.044376213,0.92965585,2
0.00305159,0.0043999027,0.9925485,2
