prob_class_0,prob_class_1,prob_class_2,true_label
2.8977136e-06,2.1688129e-05,0.99997544,2
2.838734e-06,2.4362822e-05,0.9999728,2
5.00826e-06,4.360555e-05,0.99995136,2
1.1031282e-05,1.5298383e-05,0.99997365,2
0.939682,0.00018798593,0.060130037,0
2.7646774e-06,2.2792412e-05,0.9999745,2
0.9998542,0.00010315417,4.2619e-05,0
6.8171935e-06,8.652017e-05,0.99990666,2
6.8999816e-06,5.4714812e-05,0.99993837,2
2.419664e-05,4.3932447e-05,0.9999318,2
2.6791256e-06,4.151775e-06,0.9999932,2
2.0393202e-06,3.933232e-06,0.99999404,2
2.7409617e-06,2.8129776e-05,0.9999691,2
7.839134e-06,9.559072e-06,0.9999826,2
5.598207e-06,4.00666e-05,0.99995434,2
3.4007917e-06,1.4793964e-05,0.99998176,2
3.0472871e-05,4.6568097e-05,0.999923,2
1.9525953e-06,1.1674418e-05,0.9999864,2
2.7100175e-06,2.844518e-05,0.9999689,2
2.3169907e-06,7.830255e-06,0.99998987,2
2.8037393e-06,7.754896e-06,0.9999894,2
3.9059746e-06,3.6480586e-05,0.9999596,2
2.4430472e-06,9.32226e-06,0.9999882,2
4.4801823e-06,9.267178e-06,0.9999863,2
2.4268395e-06,1.8504403e-05,0.999979,2
3.979747e-06,8.8524475e-06,0.9999871,2
3.2268536e-06,1.021831e-05,0.9999865,2
1.4134987e-05,5.9964226e-05,0.99992585,2
1.3281021e-05,1.8102419e-05,0.99996865,2
1.4783848e-06,8.882271e-06,0.9999896,2
2.1314302e-06,2.0360829e-05,0.99997747,2
2.3040943e-06,7.5957746e-06,0.9999901,2
3.8461253e-06,2.9061981e-05,0.9999671,2
1.8185077e-05,4.649767e-05,0.99993527,2
8.971974e-06,0.00017625718,0.9998148,2
1.1002912e-05,0.00011470907,0.99987423,2
2.9536204e-06,1.3923185e-05,0.9999831,2
3.1082616e-06,8.285583e-06,0.99998856,2
1.7188839e-06,6.9422476e-06,0.9999913,2
3.823093e-06,3.2188065e-05,0.999964,2
9.167372e-06,0.00014216677,0.9998486,2
2.9328207e-06,2.200881e-05,0.9999751,2
7.5931716e-06,0.00010656342,0.9998858,2
3.2795963e-06,1.9424453e-05,0.99997735,2
4.572783e-06,2.1578093e-05,0.9999739,2
4.8908346e-06,2.1988208e-05,0.9999732,2
2.1028427e-06,2.0558538e-05,0.99997735,2
1.9894985e-06,1.2855701e-05,0.9999851,2
4.603847e-06,1.2783123e-05,0.9999826,2
1.24152875e-05,1.6882681e-05,0.9999707,2
2.8048885e-06,4.3109326e-06,0.99999285,2
1.4391044e-06,3.4526963e-06,0.9999951,2
2.5219717e-06,6.0507036e-06,0.9999914,2
1.8214668e-06,4.3700547e-06,0.9999938,2
6.122259e-06,2.1805172e-05,0.9999721,2
